"BasinName","Mosaic","MosaicDateStart","MosaicDateEnd","ObservedArea","ObservedAreaWater","PercentObserved","PercentWater","EstimatedAreaWater","Threshold"
"San Joaquin","L8_valley_20170725to20170802_water.tif","2017-07-25","2017-08-02",11516514300,198428400,99.9994527688372,1.72299008911056,198429485.867983,0.07897201
"Suisun","L8_valley_20170725to20170802_water.tif","2017-07-25","2017-08-02",598681800,137423250,97.239380044599,22.9543056094239,141324687.525744,0.07897201
"Sutter","L8_valley_20170725to20170802_water.tif","2017-07-25","2017-08-02",960425100,30510000,99.9992027333572,3.17671830942361,30510243.2479921,0.07897201
"Tulare","L8_valley_20170725to20170802_water.tif","2017-07-25","2017-08-02",1859720400,35486100,6.89481066946567,1.90814167549057,514678382.064261,0.07897201
"Yolo","L8_valley_20170725to20170802_water.tif","2017-07-25","2017-08-02",2055855600,63630450,99.9985770628183,3.09508362357745,63631355.4342157,0.07897201
"American","L8_valley_20170801to20170810_water.tif","2017-08-01","2017-08-10",2101717800,45265500,99.9997121106087,2.15373824211795,45265630.3149476,0.07897201
"Butte","L8_valley_20170801to20170810_water.tif","2017-08-01","2017-08-10",1930856400,67417200,78.5105804658876,3.49156985470281,85870209.5946067,0.07897201
"Colusa","L8_valley_20170801to20170810_water.tif","2017-08-01","2017-08-10",3607009200,46239300,77.6078652040974,1.28192908407331,59580687.9604244,0.07897201
"Delta","L8_valley_20170801to20170810_water.tif","2017-08-01","2017-08-10",6814917900,324067800,99.861483233398,4.7552707861675,324517310.886103,0.07897201
"San Joaquin","L8_valley_20170801to20170810_water.tif","2017-08-01","2017-08-10",11516514300,182509650,99.9994527688372,1.58476467137283,182510648.755145,0.07897201
"Suisun","L8_valley_20170801to20170810_water.tif","2017-08-01","2017-08-10",598681800,137423250,97.239380044599,22.9543056094239,141324687.525744,0.07897201
"Sutter","L8_valley_20170801to20170810_water.tif","2017-08-01","2017-08-10",960425100,30510000,99.9992027333572,3.17671830942361,30510243.2479921,0.07897201
"Tulare","L8_valley_20170801to20170810_water.tif","2017-08-01","2017-08-10",1840724100,29657700,6.82438293639334,1.61119746299839,434584346.69368,0.07897201
"Yolo","L8_valley_20170801to20170810_water.tif","2017-08-01","2017-08-10",2055855600,63630450,99.9985770628183,3.09508362357745,63631355.4342157,0.07897201
"American","L8_valley_20170810to20170818_water.tif","2017-08-10","2017-08-18",2101717800,53248500,99.9997121106087,2.53357039655847,53248653.2972239,0.07897201
"Butte","L8_valley_20170810to20170818_water.tif","2017-08-10","2017-08-18",1930856400,68419800,78.5105804658876,3.54349500045679,87147234.9255245,0.07897201
"Colusa","L8_valley_20170810to20170818_water.tif","2017-08-10","2017-08-18",3607009200,51826500,77.6078652040974,1.43682749686361,66779958.2731774,0.07897201
"Delta","L8_valley_20170810to20170818_water.tif","2017-08-10","2017-08-18",6775935300,290988150,99.2902569452142,4.29443519037143,293068181.060866,0.07897201
"San Joaquin","L8_valley_20170810to20170818_water.tif","2017-08-10","2017-08-18",11516514300,185217300,99.9994527688372,1.60827569154323,185218313.572331,0.07897201
"Suisun","L8_valley_20170810to20170818_water.tif","2017-08-10","2017-08-18",599061600,124168500,97.3010681008268,20.727167289641,127612679.309267,0.07897201
"Sutter","L8_valley_20170810to20170818_water.tif","2017-08-10","2017-08-18",960425100,33387300,99.9992027333572,3.47630439895834,33387566.1879281,0.07897201
"Tulare","L8_valley_20170810to20170818_water.tif","2017-08-10","2017-08-18",22794758100,386248500,84.510306686838,1.69446193859807,457043069.824945,0.07897201
"Yolo","L8_valley_20170810to20170818_water.tif","2017-08-10","2017-08-18",2055855600,59001300,99.9985770628183,2.86991459906036,59002139.5633819,0.07897201
"American","L8_valley_20170817to20170826_water.tif","2017-08-17","2017-08-26",2101717800,53248500,99.9997121106087,2.53357039655847,53248653.2972239,0.07897201
"Butte","L8_valley_20170817to20170826_water.tif","2017-08-17","2017-08-26",1930856400,68419800,78.5105804658876,3.54349500045679,87147234.9255245,0.07897201
"Colusa","L8_valley_20170817to20170826_water.tif","2017-08-17","2017-08-26",3607009200,51826500,77.6078652040974,1.43682749686361,66779958.2731774,0.07897201
"Delta","L8_valley_20170817to20170826_water.tif","2017-08-17","2017-08-26",6775316100,294424800,99.281183581261,4.34555075592709,296556496.789762,0.07897201
"San Joaquin","L8_valley_20170817to20170826_water.tif","2017-08-17","2017-08-26",11516514300,214622100,99.9994527688372,1.86360294798575,214623274.485441,0.07897201
"Suisun","L8_valley_20170817to20170826_water.tif","2017-08-17","2017-08-26",599061600,124168500,97.3010681008268,20.727167289641,127612679.309267,0.07897201
"Sutter","L8_valley_20170817to20170826_water.tif","2017-08-17","2017-08-26",960425100,33387300,99.9992027333572,3.47630439895834,33387566.1879281,0.07897201
"Tulare","L8_valley_20170817to20170826_water.tif","2017-08-17","2017-08-26",22794796800,386542350,84.5104501649506,1.69574817179331,457390002.355368,0.07897201
"Yolo","L8_valley_20170817to20170826_water.tif","2017-08-17","2017-08-26",2055855600,59001300,99.9985770628183,2.86991459906036,59002139.5633819,0.07897201
"American","L8_valley_20170826to20170903_water.tif","2017-08-26","2017-09-03",2101717800,31888800,99.9997121106087,1.51727315627245,31888891.8047365,0.07897201
"Butte","L8_valley_20170826to20170903_water.tif","2017-08-26","2017-09-03",1930856400,68405400,78.5105804658876,3.5427492173939,87128893.4485993,0.07897201
"Colusa","L8_valley_20170826to20170903_water.tif","2017-08-26","2017-09-03",3607009200,41310000,77.6078652040974,1.14527015900043,53229141.0044082,0.07897201
"Delta","L8_valley_20170826to20170903_water.tif","2017-08-26","2017-09-03",6824379600,322841100,100.000128982294,4.73070255353322,322840683.592681,0.07897201
"San Joaquin","L8_valley_20170826to20170903_water.tif","2017-08-26","2017-09-03",11516514300,209870550,99.9994527688372,1.82234437029267,209871698.483336,0.07897201
"Suisun","L8_valley_20170826to20170903_water.tif","2017-08-26","2017-09-03",615664800,145363050,99.997800947485,23.6107456525044,145366246.680104,0.07897201
"Sutter","L8_valley_20170826to20170903_water.tif","2017-08-26","2017-09-03",960425100,25440300,99.9992027333572,2.64885830243295,25440502.8286428,0.07897201
"Tulare","L8_valley_20170826to20170903_water.tif","2017-08-26","2017-09-03",4124829600,82995750,15.2925779250514,2.0121012998937,542719157.010415,0.07897201
"Yolo","L8_valley_20170826to20170903_water.tif","2017-08-26","2017-09-03",2055855600,52628850,99.9985770628183,2.55994876293841,52629598.8861311,0.07897201
"American","L8_valley_20170902to20170911_water.tif","2017-09-02","2017-09-11",2101717800,31888800,99.9997121106087,1.51727315627245,31888891.8047365,0.07897201
"Butte","L8_valley_20170902to20170911_water.tif","2017-09-02","2017-09-11",1930856400,68405400,78.5105804658876,3.5427492173939,87128893.4485993,0.07897201
"Colusa","L8_valley_20170902to20170911_water.tif","2017-09-02","2017-09-11",3607009200,41310000,77.6078652040974,1.14527015900043,53229141.0044082,0.07897201
"Delta","L8_valley_20170902to20170911_water.tif","2017-09-02","2017-09-11",6528236400,330000600,95.660634415311,5.05497319306635,344970114.422722,0.07897201
"San Joaquin","L8_valley_20170902to20170911_water.tif","2017-09-02","2017-09-11",10626282000,551292750,92.2694451885797,5.18801166767454,597481375.197685,0.07897201
"Suisun","L8_valley_20170902to20170911_water.tif","2017-09-02","2017-09-11",615664800,145363050,99.997800947485,23.6107456525044,145366246.680104,0.07897201
"Sutter","L8_valley_20170902to20170911_water.tif","2017-09-02","2017-09-11",960425100,25440300,99.9992027333572,2.64885830243295,25440502.8286428,0.07897201
"Tulare","L8_valley_20170902to20170911_water.tif","2017-09-02","2017-09-11",3613044600,162891000,13.3951633037608,4.50841376273075,1216043405.41535,0.07897201
"Yolo","L8_valley_20170902to20170911_water.tif","2017-09-02","2017-09-11",2055855600,52628850,99.9985770628183,2.55994876293841,52629598.8861311,0.07897201
"American","L8_valley_20170911to20170919_water.tif","2017-09-11","2017-09-19",1496312100,29988000,71.1945148999644,2.00412734749656,42121222.4595339,0.07897201
"Butte","L8_valley_20170911to20170919_water.tif","2017-09-11","2017-09-19",1400521500,46895400,56.9466253005431,3.34842414057906,82349743.7337217,0.07897201
"Colusa","L8_valley_20170911to20170919_water.tif","2017-09-11","2017-09-19",2439363600,31143600,52.484978816406,1.27671004027444,59338120.5486263,0.07897201
"Delta","L8_valley_20170911to20170919_water.tif","2017-09-11","2017-09-19",2493875700,75592500,36.5436722871935,3.0311254085358,206855237.223904,0.07897201
"San Joaquin","L8_valley_20170911to20170919_water.tif","2017-09-11","2017-09-19",10981679400,551479950,95.3554089263634,5.02181797439834,578341550.006745,0.07897201
"Suisun","L8_valley_20170911to20170919_water.tif","2017-09-11","2017-09-19",112929300,23851350,18.3422564722538,21.1206037759908,130034982.5338,0.07897201
"Sutter","L8_valley_20170911to20170919_water.tif","2017-09-11","2017-09-19",441221400,12756600,45.9398533304634,2.89120156003313,27768046.8595247,0.07897201
"Tulare","L8_valley_20170911to20170919_water.tif","2017-09-11","2017-09-19",22757064300,343750050,84.3705590051904,1.51052018603296,407428911.2851,0.07897201
"Yolo","L8_valley_20170911to20170919_water.tif","2017-09-11","2017-09-19",319245300,7376400,15.5283648005203,2.31057434518222,47502748.0018556,0.07897201
"American","L8_valley_20170918to20170927_water.tif","2017-09-18","2017-09-27",1496312100,29988000,71.1945148999644,2.00412734749656,42121222.4595339,0.07897201
"Butte","L8_valley_20170918to20170927_water.tif","2017-09-18","2017-09-27",1400521500,46895400,56.9466253005431,3.34842414057906,82349743.7337217,0.07897201
"Colusa","L8_valley_20170918to20170927_water.tif","2017-09-18","2017-09-27",2439363600,31143600,52.484978816406,1.27671004027444,59338120.5486263,0.07897201
"Delta","L8_valley_20170918to20170927_water.tif","2017-09-18","2017-09-27",4485344400,112734900,65.7253911447144,2.51340565955203,171524121.859967,0.07897201
"San Joaquin","L8_valley_20170918to20170927_water.tif","2017-09-18","2017-09-27",11516514300,267145650,99.9994527688372,2.31967453902263,267147111.912247,0.07897201
"Suisun","L8_valley_20170918to20170927_water.tif","2017-09-18","2017-09-27",112929300,23851350,18.3422564722538,21.1206037759908,130034982.5338,0.07897201
"Sutter","L8_valley_20170918to20170927_water.tif","2017-09-18","2017-09-27",441221400,12756600,45.9398533304634,2.89120156003313,27768046.8595247,0.07897201
"Tulare","L8_valley_20170918to20170927_water.tif","2017-09-18","2017-09-27",22778199900,255421800,84.4489180748579,1.12134321904867,302457160.876338,0.07897201
"Yolo","L8_valley_20170918to20170927_water.tif","2017-09-18","2017-09-27",319245300,7376400,15.5283648005203,2.31057434518222,47502748.0018556,0.07897201
"American","L8_valley_20170927to20171005_water.tif","2017-09-27","2017-10-05",2101717800,35133300,99.9997121106087,1.67164687856762,35133401.1453347,0.07897201
"Butte","L8_valley_20170927to20171005_water.tif","2017-09-27","2017-10-05",1930856400,79975800,78.5105804658876,4.14198590842903,101866270.158006,0.07897201
"Colusa","L8_valley_20170927to20171005_water.tif","2017-09-27","2017-10-05",3607009200,61934400,77.6078652040974,1.71705689023471,79804282.5132757,0.07897201
"Delta","L8_valley_20170927to20171005_water.tif","2017-09-27","2017-10-05",6824379600,306377850,100.000128982294,4.48946084417696,306377454.827331,0.07897201
"San Joaquin","L8_valley_20170927to20171005_water.tif","2017-09-27","2017-10-05",11516514300,268922700,99.9994527688372,2.33510498918931,268924171.636872,0.07897201
"Suisun","L8_valley_20170927to20171005_water.tif","2017-09-27","2017-10-05",615664800,155240550,99.997800947485,25.2151089359015,155243963.896292,0.07897201
"Sutter","L8_valley_20170927to20171005_water.tif","2017-09-27","2017-10-05",960425100,32463900,99.9992027333572,3.3801594731333,32464158.8259092,0.07897201
"Tulare","L8_valley_20170927to20171005_water.tif","2017-09-27","2017-10-05",22901190300,241009200,84.9048981900203,1.05238722023981,283857828.1557,0.07897201
"Yolo","L8_valley_20170927to20171005_water.tif","2017-09-27","2017-10-05",2055855600,49018950,99.9985770628183,2.38435763679122,49019647.5187909,0.07897201
"American","L8_valley_20171004to20171013_water.tif","2017-10-04","2017-10-13",2101717800,35133300,99.9997121106087,1.67164687856762,35133401.1453347,0.07897201
"Butte","L8_valley_20171004to20171013_water.tif","2017-10-04","2017-10-13",1930856400,79975800,78.5105804658876,4.14198590842903,101866270.158006,0.07897201
"Colusa","L8_valley_20171004to20171013_water.tif","2017-10-04","2017-10-13",3607009200,61934400,77.6078652040974,1.71705689023471,79804282.5132757,0.07897201
"Delta","L8_valley_20171004to20171013_water.tif","2017-10-04","2017-10-13",6824379600,308245350,100.000128982294,4.51682596905952,308244952.418589,0.07897201
"San Joaquin","L8_valley_20171004to20171013_water.tif","2017-10-04","2017-10-13",11516514300,324264150,99.9994527688372,2.81564492131096,324265924.484189,0.07897201
"Suisun","L8_valley_20171004to20171013_water.tif","2017-10-04","2017-10-13",615664800,155240550,99.997800947485,25.2151089359015,155243963.896292,0.07897201
"Sutter","L8_valley_20171004to20171013_water.tif","2017-10-04","2017-10-13",960425100,32463900,99.9992027333572,3.3801594731333,32464158.8259092,0.07897201
"Tulare","L8_valley_20171004to20171013_water.tif","2017-10-04","2017-10-13",22902726600,242961300,84.9105939374194,1.06084006609065,286137793.570337,0.07897201
"Yolo","L8_valley_20171004to20171013_water.tif","2017-10-04","2017-10-13",2055855600,49018950,99.9985770628183,2.38435763679122,49019647.5187909,0.07897201
"American","L8_valley_20171013to20171021_water.tif","2017-10-13","2017-10-21",533097900,51269400,25.3647928027112,9.61725791829231,202128203.446313,0.07897201
"Butte","L8_valley_20171013to20171021_water.tif","2017-10-13","2017-10-21",1610991000,176307300,65.5045287341517,10.944027620266,269152840.890648,0.07897201
"Colusa","L8_valley_20171013to20171021_water.tif","2017-10-13","2017-10-21",2676731400,268067700,57.5921485530935,10.0147403658058,465458759.109971,0.07897201
"Delta","L8_valley_20171013to20171021_water.tif","2017-10-13","2017-10-21",4257705600,93168000,62.3897165932322,2.18822081075779,149332302.000081,0.07897201
"San Joaquin","L8_valley_20171013to20171021_water.tif","2017-10-13","2017-10-21",11516514300,325112400,99.9994527688372,2.82301043120313,325114179.126103,0.07897201
"Suisun","L8_valley_20171013to20171021_water.tif","2017-10-13","2017-10-21",0,NA,NA,NA,NA,0.07897201
"Sutter","L8_valley_20171013to20171021_water.tif","2017-10-13","2017-10-21",572123700,92443500,59.5693655495451,16.1579567495631,155186309.518628,0.07897201
"Tulare","L8_valley_20171013to20171021_water.tif","2017-10-13","2017-10-21",22933511100,315273600,85.024725770922,1.37472887873676,370802254.451753,0.07897201
"Yolo","L8_valley_20171013to20171021_water.tif","2017-10-13","2017-10-21",0,NA,NA,NA,NA,0.07897201
"American","L8_valley_20171020to20171029_water.tif","2017-10-20","2017-10-29",533097900,51269400,25.3647928027112,9.61725791829231,202128203.446313,0.07897201
"Butte","L8_valley_20171020to20171029_water.tif","2017-10-20","2017-10-29",1610991000,176307300,65.5045287341517,10.944027620266,269152840.890648,0.07897201
"Colusa","L8_valley_20171020to20171029_water.tif","2017-10-20","2017-10-29",2676731400,268067700,57.5921485530935,10.0147403658058,465458759.109971,0.07897201
"Delta","L8_valley_20171020to20171029_water.tif","2017-10-20","2017-10-29",3222111600,66076200,47.2147791420257,2.05071109268841,139948128.956058,0.07897201
"San Joaquin","L8_valley_20171020to20171029_water.tif","2017-10-20","2017-10-29",8107388100,155051100,70.3975484478478,1.912466728958,220250709.603709,0.07897201
"Suisun","L8_valley_20171020to20171029_water.tif","2017-10-20","2017-10-29",0,NA,NA,NA,NA,0.07897201
"Sutter","L8_valley_20171020to20171029_water.tif","2017-10-20","2017-10-29",572123700,92443500,59.5693655495451,16.1579567495631,155186309.518628,0.07897201
"Tulare","L8_valley_20171020to20171029_water.tif","2017-10-20","2017-10-29",22624559100,322547400,83.8793032945365,1.42565164949446,384537528.724335,0.07897201
"Yolo","L8_valley_20171020to20171029_water.tif","2017-10-20","2017-10-29",0,NA,NA,NA,NA,0.07897201
"American","L8_valley_20171029to20171106_water.tif","2017-10-29","2017-11-06",1669465800,144409500,79.4331662312167,8.65004242674513,181800004.773381,0.07897201
"Butte","L8_valley_20171029to20171106_water.tif","2017-10-29","2017-11-06",970748100,281890800,39.4716027650516,29.0385116386012,714161017.676202,0.07897201
"Colusa","L8_valley_20171029to20171106_water.tif","2017-10-29","2017-11-06",2036127600,302796000,43.8090139385123,14.8711701565265,691172826.726906,0.07897201
"Delta","L8_valley_20171029to20171106_water.tif","2017-10-29","2017-11-06",6404103000,378162450,93.8416623272092,5.90500262097596,402979274.473436,0.07897201
"San Joaquin","L8_valley_20171029to20171106_water.tif","2017-10-29","2017-11-06",8532292500,181830150,74.0870508764665,2.13108200404522,245427706.797488,0.07897201
"Suisun","L8_valley_20171029to20171106_water.tif","2017-10-29","2017-11-06",546316200,203748300,88.7340296570251,37.2949401829929,229616868.28326,0.07897201
"Sutter","L8_valley_20171029to20171106_water.tif","2017-10-29","2017-11-06",674143200,208852200,70.1916084118524,30.980391109782,297545824.530121,0.07897201
"Tulare","L8_valley_20171029to20171106_water.tif","2017-10-29","2017-11-06",22624961400,344134350,83.8807947995672,1.52103839611413,410265962.336561,0.07897201
"Yolo","L8_valley_20171029to20171106_water.tif","2017-10-29","2017-11-06",1958504400,156615300,95.2633313211632,7.99667848588954,164402501.810481,0.07897201
"American","L8_valley_20171105to20171114_water.tif","2017-11-05","2017-11-14",1669465800,144409500,79.4331662312167,8.65004242674513,181800004.773381,0.07897201
"Butte","L8_valley_20171105to20171114_water.tif","2017-11-05","2017-11-14",970748100,281890800,39.4716027650516,29.0385116386012,714161017.676202,0.07897201
"Colusa","L8_valley_20171105to20171114_water.tif","2017-11-05","2017-11-14",2036127600,302796000,43.8090139385123,14.8711701565265,691172826.726906,0.07897201
"Delta","L8_valley_20171105to20171114_water.tif","2017-11-05","2017-11-14",6607781100,421209450,96.8262319825767,6.37444618133612,435015843.718667,0.07897201
"San Joaquin","L8_valley_20171105to20171114_water.tif","2017-11-05","2017-11-14",11516514300,528545250,99.9994527688372,4.58945507496135,528548142.380146,0.07897201
"Suisun","L8_valley_20171105to20171114_water.tif","2017-11-05","2017-11-14",546316200,203748300,88.7340296570251,37.2949401829929,229616868.28326,0.07897201
"Sutter","L8_valley_20171105to20171114_water.tif","2017-11-05","2017-11-14",674143200,208852200,70.1916084118524,30.980391109782,297545824.530121,0.07897201
"Tulare","L8_valley_20171105to20171114_water.tif","2017-11-05","2017-11-14",22933315800,366109650,85.0240017069586,1.59640957806895,430595646.69965,0.07897201
"Yolo","L8_valley_20171105to20171114_water.tif","2017-11-05","2017-11-14",1958504400,156615300,95.2633313211632,7.99667848588954,164402501.810481,0.07897201
"American","L8_valley_20171114to20171122_water.tif","2017-11-14","2017-11-22",292476600,88466400,13.9160337315931,30.2473428643522,635715619.164947,0.07897201
"Butte","L8_valley_20171114to20171122_water.tif","2017-11-14","2017-11-22",1209602700,545372100,49.183673167049,45.0868785263128,1108847844.99051,0.07897201
"Colusa","L8_valley_20171114to20171122_water.tif","2017-11-14","2017-11-22",1996703100,638325000,42.9607623505378,31.9689492143324,1485832571.57216,0.07897201
"Delta","L8_valley_20171114to20171122_water.tif","2017-11-14","2017-11-22",4217034600,176900850,61.793749562641,4.19491104009438,286276284.012631,0.07897201
"San Joaquin","L8_valley_20171114to20171122_water.tif","2017-11-14","2017-11-22",11516514300,536395950,99.9994527688372,4.65762413892891,536398885.341858,0.07897201
"Suisun","L8_valley_20171114to20171122_water.tif","2017-11-14","2017-11-22",469800,468000,0.0763060790305511,99.6168582375479,613319418.250575,0.07897201
"Sutter","L8_valley_20171114to20171122_water.tif","2017-11-14","2017-11-22",636929100,307426500,66.3168863430107,48.2669892143411,463571975.33355,0.07897201
"Tulare","L8_valley_20171114to20171122_water.tif","2017-11-14","2017-11-22",22814987400,475641900,84.585305699311,2.08477827167242,562322138.659451,0.07897201
"Yolo","L8_valley_20171114to20171122_water.tif","2017-11-14","2017-11-22",0,NA,NA,NA,NA,0.07897201
"American","L8_valley_20171121to20171130_water.tif","2017-11-21","2017-11-30",292476600,88466400,13.9160337315931,30.2473428643522,635715619.164947,0.07897201
"Butte","L8_valley_20171121to20171130_water.tif","2017-11-21","2017-11-30",1209602700,545372100,49.183673167049,45.0868785263128,1108847844.99051,0.07897201
"Colusa","L8_valley_20171121to20171130_water.tif","2017-11-21","2017-11-30",1996703100,638325000,42.9607623505378,31.9689492143324,1485832571.57216,0.07897201
"Delta","L8_valley_20171121to20171130_water.tif","2017-11-21","2017-11-30",2628324900,162972450,38.5138055637138,6.20062040275158,423153328.045947,0.07897201
"San Joaquin","L8_valley_20171121to20171130_water.tif","2017-11-21","2017-11-30",8068959000,531947250,70.0638633700289,6.59251397856898,759231969.825333,0.07897201
"Suisun","L8_valley_20171121to20171130_water.tif","2017-11-21","2017-11-30",469800,468000,0.0763060790305511,99.6168582375479,613319418.250575,0.07897201
"Sutter","L8_valley_20171121to20171130_water.tif","2017-11-21","2017-11-30",636929100,307426500,66.3168863430107,48.2669892143411,463571975.33355,0.07897201
"Tulare","L8_valley_20171121to20171130_water.tif","2017-11-21","2017-11-30",22811727600,466601850,84.5732201708518,2.04544722864392,551713472.725039,0.07897201
"Yolo","L8_valley_20171121to20171130_water.tif","2017-11-21","2017-11-30",0,NA,NA,NA,NA,0.07897201
"American","L8_valley_20171130to20171208_water.tif","2017-11-30","2017-12-08",2101717800,329340600,99.9997121106087,15.6700675989897,329341548.139378,0.07897201
"Butte","L8_valley_20171130to20171208_water.tif","2017-11-30","2017-12-08",1930856400,630099000,78.5105804658876,32.633136260159,802565713.131842,0.07897201
"Colusa","L8_valley_20171130to20171208_water.tif","2017-11-30","2017-12-08",3607009200,541926900,77.6078652040974,15.0242727409733,698288631.667436,0.07897201
"Delta","L8_valley_20171130to20171208_water.tif","2017-11-30","2017-12-08",6730641900,715711650,98.6265561976699,10.6336313925719,725678435.497182,0.07897201
"San Joaquin","L8_valley_20171130to20171208_water.tif","2017-11-30","2017-12-08",7867043100,536042700,68.3106002750204,6.81377606791045,784713789.429279,0.07897201
"Suisun","L8_valley_20171130to20171208_water.tif","2017-11-30","2017-12-08",615664800,231364800,99.997800947485,37.5796699762598,231369887.94534,0.07897201
"Sutter","L8_valley_20171130to20171208_water.tif","2017-11-30","2017-12-08",960425100,278561700,99.9992027333572,29.0040004160658,278563920.89722,0.07897201
"Tulare","L8_valley_20171130to20171208_water.tif","2017-11-30","2017-12-08",2777538600,88519500,10.2975709542858,3.18697641141693,859615344.171615,0.07897201
"Yolo","L8_valley_20171130to20171208_water.tif","2017-11-30","2017-12-08",2055855600,225611100,99.9985770628183,10.9740732763527,225614310.349909,0.07897201
"American","L8_valley_20171207to20171216_water.tif","2017-12-07","2017-12-16",2101717800,329340600,99.9997121106087,15.6700675989897,329341548.139378,0.07897201
"Butte","L8_valley_20171207to20171216_water.tif","2017-12-07","2017-12-16",1930856400,630099000,78.5105804658876,32.633136260159,802565713.131842,0.07897201
"Colusa","L8_valley_20171207to20171216_water.tif","2017-12-07","2017-12-16",3607009200,541926900,77.6078652040974,15.0242727409733,698288631.667436,0.07897201
"Delta","L8_valley_20171207to20171216_water.tif","2017-12-07","2017-12-16",6824379600,681565800,100.000128982294,9.98721993717934,681564920.901931,0.07897201
"San Joaquin","L8_valley_20171207to20171216_water.tif","2017-12-07","2017-12-16",11516474700,591868800,99.9991089166761,5.13932271305211,591874074.091173,0.07897201
"Suisun","L8_valley_20171207to20171216_water.tif","2017-12-07","2017-12-16",615664800,231364800,99.997800947485,37.5796699762598,231369887.94534,0.07897201
"Sutter","L8_valley_20171207to20171216_water.tif","2017-12-07","2017-12-16",960425100,278561700,99.9992027333572,29.0040004160658,278563920.89722,0.07897201
"Tulare","L8_valley_20171207to20171216_water.tif","2017-12-07","2017-12-16",3577618800,78911550,13.2638241068501,2.20570033900761,594938151.8053,0.07897201
"Yolo","L8_valley_20171207to20171216_water.tif","2017-12-07","2017-12-16",2055855600,225611100,99.9985770628183,10.9740732763527,225614310.349909,0.07897201
"American","L8_valley_20171216to20171224_water.tif","2017-12-16","2017-12-24",0,NA,NA,NA,NA,0.07897201
"Butte","L8_valley_20171216to20171224_water.tif","2017-12-16","2017-12-24",71070300,19793700,2.88979051310329,27.8508744158952,684952764.231478,0.07897201
"Colusa","L8_valley_20171216to20171224_water.tif","2017-12-16","2017-12-24",212190300,7758900,4.56545444908124,3.65657619599011,169948032.26131,0.07897201
"Delta","L8_valley_20171216to20171224_water.tif","2017-12-16","2017-12-24",4266626400,276088050,62.520436336698,6.47087474075537,441596486.168384,0.07897201
"San Joaquin","L8_valley_20171216to20171224_water.tif","2017-12-16","2017-12-24",11516474700,589287150,99.9991089166761,5.11690569684489,589292401.086315,0.07897201
"Suisun","L8_valley_20171216to20171224_water.tif","2017-12-16","2017-12-24",0,NA,NA,NA,NA,0.07897201
"Sutter","L8_valley_20171216to20171224_water.tif","2017-12-16","2017-12-24",44085600,21476700,4.59018079808794,48.7159072350155,467883531.057125,0.07897201
"Tulare","L8_valley_20171216to20171224_water.tif","2017-12-16","2017-12-24",6930519300,367153650,25.6945175277842,5.29763548887311,1428918249.20622,0.07897201
"Yolo","L8_valley_20171216to20171224_water.tif","2017-12-16","2017-12-24",73773900,28347300,3.58842567754985,38.4245647851069,789964807.613219,0.07897201
"American","L8_valley_20171223to20180101_water.tif","2017-12-23","2018-01-01",0,NA,NA,NA,NA,0.07897201
"Butte","L8_valley_20171223to20180101_water.tif","2017-12-23","2018-01-01",71070300,19793700,2.88979051310329,27.8508744158952,684952764.231478,0.07897201
"Colusa","L8_valley_20171223to20180101_water.tif","2017-12-23","2018-01-01",212190300,7758900,4.56545444908124,3.65657619599011,169948032.26131,0.07897201
"Delta","L8_valley_20171223to20180101_water.tif","2017-12-23","2018-01-01",879932700,152615250,12.8939755191429,17.343968464861,1183616719.09041,0.07897201
"San Joaquin","L8_valley_20171223to20180101_water.tif","2017-12-23","2018-01-01",122753700,10117800,1.06588699545573,8.24235847880756,949237587.393023,0.07897201
"Suisun","L8_valley_20171223to20180101_water.tif","2017-12-23","2018-01-01",0,NA,NA,NA,NA,0.07897201
"Sutter","L8_valley_20171223to20180101_water.tif","2017-12-23","2018-01-01",44085600,21476700,4.59018079808794,48.7159072350155,467883531.057125,0.07897201
"Tulare","L8_valley_20171223to20180101_water.tif","2017-12-23","2018-01-01",5323191300,339048900,19.7354377415265,6.36927889478629,1717970001.17503,0.07897201
"Yolo","L8_valley_20171223to20180101_water.tif","2017-12-23","2018-01-01",73773900,28347300,3.58842567754985,38.4245647851069,789964807.613219,0.07897201
"American","L8_valley_20180101to20180109_water.tif","2018-01-01","2018-01-09",0,NA,NA,NA,NA,0.07897201
"Butte","L8_valley_20180101to20180109_water.tif","2018-01-01","2018-01-09",0,NA,NA,NA,NA,0.07897201
"Colusa","L8_valley_20180101to20180109_water.tif","2018-01-01","2018-01-09",0,NA,NA,NA,NA,0.07897201
"Delta","L8_valley_20180101to20180109_water.tif","2018-01-01","2018-01-09",834454800,125952300,12.2275712256531,15.0939631481537,1030068013.30877,0.07897201
"San Joaquin","L8_valley_20180101to20180109_water.tif","2018-01-01","2018-01-09",108369000,10056600,0.940982697959756,9.27996013620131,1068733784.56424,0.07897201
"Suisun","L8_valley_20180101to20180109_water.tif","2018-01-01","2018-01-09",0,NA,NA,NA,NA,0.07897201
"Sutter","L8_valley_20180101to20180109_water.tif","2018-01-01","2018-01-09",0,NA,NA,NA,NA,0.07897201
"Tulare","L8_valley_20180101to20180109_water.tif","2018-01-01","2018-01-09",1348682400,159253200,5.00016550941774,11.8080579979393,3184958571.87225,0.07897201
"Yolo","L8_valley_20180101to20180109_water.tif","2018-01-01","2018-01-09",0,NA,NA,NA,NA,0.07897201
"American","L8_valley_20180117to20180125_water.tif","2018-01-17","2018-01-25",0,NA,NA,NA,NA,0.07897201
