DataSource,Name,BasinName,ClassName,Mosaic,MosaicDateStart,MosaicDateEnd,ObservedArea,ObservedAreaWater,PercentObserved,PercentWater,
TNC,Suisun Alfalfa,Suisun,Alfalfa,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,1127700,1800,100,0.159616919,
TNC,Suisun Wetland,Suisun,Wetland,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,200304000,40583250,100,20.26082854,
TNC,Suisun Suitable-unassigned,Suisun,Suitable-unassigned,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,13974300,164250,100,1.175371933,
TNC,Suisun Vineyard/Orchard,Suisun,Vineyard/Orchard,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,1789200,49950,100,2.791750503,
TNC,Sutter Unsuitable,Sutter,Unsuitable,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,137141100,14480100,100,10.55854153,
TNC,Sutter Grass/Pasture,Sutter,Grass/Pasture,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,728100,6300,100,0.86526576,
TNC,Sutter Corn,Sutter,Corn,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,12621600,36000,100,0.285225328,
TNC,Sutter Field Crop,Sutter,Field Crop,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,109668600,3534300,100,3.222709144,
TNC,Sutter Grains,Sutter,Grains,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,22222800,60300,100,0.271342945,
TNC,Sutter Alfalfa,Sutter,Alfalfa,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,16813800,22500,100,0.133818649,
TNC,Sutter Rice,Sutter,Rice,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,317892600,10322100,100,3.247040038,
TNC,Sutter Row Crop,Sutter,Row Crop,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,7760700,7200,100,0.092775136,
TNC,Sutter Wetland,Sutter,Wetland,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,9452700,2070000,100,21.89850519,
TNC,Sutter Suitable-unassigned,Sutter,Suitable-unassigned,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,54921600,1411200,100,2.56948086,
TNC,Sutter Vineyard/Orchard,Sutter,Vineyard/Orchard,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,271201500,469800,100,0.17322913,
TNC,Tulare Unsuitable,Tulare,Unsuitable,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,4000213800,97114070,80.89762197,2.427721988,
TNC,Tulare Grass/Pasture,Tulare,Grass/Pasture,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,5562658800,65165578.84,86.1386685,1.17148258,
TNC,Tulare Corn,Tulare,Corn,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,523335600,13595050.89,99.70900972,2.597769174,
TNC,Tulare Field Crop,Tulare,Field Crop,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,2801450700,34460407.05,93.41488031,1.230091504,
TNC,Tulare Grains,Tulare,Grains,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,774147600,6284992.946,98.37314971,0.811859773,
TNC,Tulare Alfalfa,Tulare,Alfalfa,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,1266047100,15091339.73,98.6229984,1.192004605,
TNC,Tulare Rice,Tulare,Rice,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,0,NA,NA,NA,
TNC,Tulare Row Crop,Tulare,Row Crop,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,320388300,1840350.893,92.43918526,0.57441264,
TNC,Tulare Wetland,Tulare,Wetland,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,12627000,3183278.125,100,25.21009048,
TNC,Tulare Suitable-unassigned,Tulare,Suitable-unassigned,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,1027303200,11623195.45,96.0118971,1.131427941,
TNC,Tulare Vineyard/Orchard,Tulare,Vineyard/Orchard,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,6284166300,35607135.09,97.13531516,0.56661669,
TNC,Yolo Unsuitable,Yolo,Unsuitable,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,285905700,26726850,100,9.348134717,
TNC,Yolo Grass/Pasture,Yolo,Grass/Pasture,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,518663700,1074600,100,0.207186275,
TNC,Yolo Corn,Yolo,Corn,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,35374500,62100,100,0.175550184,
TNC,Yolo Field Crop,Yolo,Field Crop,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,252295200,16558650,100,6.563204532,
TNC,Yolo Grains,Yolo,Grains,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,115674300,148950,100,0.128766718,
TNC,Yolo Alfalfa,Yolo,Alfalfa,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,286989300,208350,100,0.072598525,
TNC,Yolo Rice,Yolo,Rice,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,98002800,1022400,100,1.043235499,
TNC,Yolo Row Crop,Yolo,Row Crop,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,72916200,99000,100,0.135772298,
TNC,Yolo Wetland,Yolo,Wetland,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,16419600,1337400,100,8.145143609,
TNC,Yolo Suitable-unassigned,Yolo,Suitable-unassigned,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,175661100,1138500,100,0.648123005,
TNC,Yolo Vineyard/Orchard,Yolo,Vineyard/Orchard,L8_valley_20140412to20140420_water_cf10yr.tif,4/12/2014,4/20/2014,197953200,277650,100,0.140260425,
TNC,American Unsuitable,American,Unsuitable,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,527641200,31231800,100,5.919135958,
TNC,American Grass/Pasture,American,Grass/Pasture,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,512295300,954900,100,0.186396401,
TNC,American Corn,American,Corn,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,6228000,2700,100,0.043352601,
TNC,American Field Crop,American,Field Crop,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,254139300,5908500,100,2.324906065,
TNC,American Grains,American,Grains,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,27476100,222300,100,0.809066789,
TNC,American Alfalfa,American,Alfalfa,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,29192400,24300,100,0.083240844,
TNC,American Rice,American,Rice,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,406053900,8929800,100,2.19916617,
TNC,American Row Crop,American,Row Crop,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,130500,900,100,0.689655172,
TNC,American Wetland,American,Wetland,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,2012400,121500,100,6.037567084,
TNC,American Suitable-unassigned,American,Suitable-unassigned,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,80588700,843300,100,1.046424623,
TNC,American Vineyard/Orchard,American,Vineyard/Orchard,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,255960000,862200,100,0.336849508,
TNC,Butte Unsuitable,Butte,Unsuitable,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,248187600,31527900,100,12.70325351,
TNC,Butte Grass/Pasture,Butte,Grass/Pasture,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,237022200,926100,100,0.390722894,
TNC,Butte Corn,Butte,Corn,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,19184400,0,100,0,
TNC,Butte Field Crop,Butte,Field Crop,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,168653700,11708100,100,6.942094956,
TNC,Butte Grains,Butte,Grains,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,20291400,9000,100,0.044353766,
TNC,Butte Alfalfa,Butte,Alfalfa,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,16612200,24300,100,0.146278037,
TNC,Butte Rice,Butte,Rice,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,611090100,28167300,100,4.609353023,
TNC,Butte Row Crop,Butte,Row Crop,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,587700,0,100,0,
TNC,Butte Wetland,Butte,Wetland,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,72338400,18348300,100,25.36453668,
TNC,Butte Suitable-unassigned,Butte,Suitable-unassigned,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,39735900,2270700,100,5.714479853,
TNC,Butte Vineyard/Orchard,Butte,Vineyard/Orchard,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,497152800,3352500,100,0.674339961,
TNC,Colusa Unsuitable,Colusa,Unsuitable,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,285306300,25613100,100,8.977404284,
TNC,Colusa Grass/Pasture,Colusa,Grass/Pasture,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,757351800,512100,100,0.067617189,
TNC,Colusa Corn,Colusa,Corn,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,44531100,83700,100,0.187958528,
TNC,Colusa Field Crop,Colusa,Field Crop,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,266538600,12578400,100,4.71916638,
TNC,Colusa Grains,Colusa,Grains,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,90986400,81900,100,0.090013453,
TNC,Colusa Alfalfa,Colusa,Alfalfa,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,170116200,68400,100,0.040207811,
TNC,Colusa Rice,Colusa,Rice,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,959816700,8285400,100,0.863227322,
TNC,Colusa Row Crop,Colusa,Row Crop,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,41707800,34200,100,0.081999051,
TNC,Colusa Wetland,Colusa,Wetland,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,73450800,25578000,100,34.8233103,
TNC,Colusa Suitable-unassigned,Colusa,Suitable-unassigned,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,160086600,4697100,100,2.934099419,
TNC,Colusa Vineyard/Orchard,Colusa,Vineyard/Orchard,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,757116900,1588500,100,0.20980908,
TNC,Delta Unsuitable,Delta,Unsuitable,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,1500288300,250499222.8,100,16.69673907,
TNC,Delta Grass/Pasture,Delta,Grass/Pasture,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,2076782400,4364959.375,100,0.210178947,
TNC,Delta Corn,Delta,Corn,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,552492900,14816737.5,100,2.681796906,
TNC,Delta Field Crop,Delta,Field Crop,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,104756400,3157840.625,100,3.014460811,
TNC,Delta Grains,Delta,Grains,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,246826800,944081.25,100,0.382487335,
TNC,Delta Alfalfa,Delta,Alfalfa,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,542079000,2711906.25,100,0.500278788,
TNC,Delta Rice,Delta,Rice,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,23484600,830550,100,3.536572903,
TNC,Delta Row Crop,Delta,Row Crop,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,57870900,722100,100,1.24777738,
TNC,Delta Wetland,Delta,Wetland,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,46521000,4765350,100,10.24343845,
TNC,Delta Suitable-unassigned,Delta,Suitable-unassigned,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,284409000,3934584.375,100,1.383424707,
TNC,Delta Vineyard/Orchard,Delta,Vineyard/Orchard,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,1388867400,4054237.5,100,0.291909616,
TNC,San Joaquin Unsuitable,San Joaquin,Unsuitable,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,1598004000,129592175,99.98958184,8.109627698,
TNC,San Joaquin Grass/Pasture,San Joaquin,Grass/Pasture,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,3726703800,18288389.91,99.96267799,0.490739025,
TNC,San Joaquin Corn,San Joaquin,Corn,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,370019700,4264690,100,1.152557553,
TNC,San Joaquin Field Crop,San Joaquin,Field Crop,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,456514200,11641446.88,100,2.550073333,
TNC,San Joaquin Grains,San Joaquin,Grains,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,284574600,1134223.75,100,0.398568161,
TNC,San Joaquin Alfalfa,San Joaquin,Alfalfa,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,900877500,7582316.161,99.99940059,0.841658956,
TNC,San Joaquin Rice,San Joaquin,Rice,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,20500200,1367100,100,6.668715427,
TNC,San Joaquin Row Crop,San Joaquin,Row Crop,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,269076600,5140309.375,100,1.91035169,
TNC,San Joaquin Wetland,San Joaquin,Wetland,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,309544200,14722050,100,4.756041302,
TNC,San Joaquin Suitable-unassigned,San Joaquin,Suitable-unassigned,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,490567500,6528027.054,99.99926616,1.330709241,
TNC,San Joaquin Vineyard/Orchard,San Joaquin,Vineyard/Orchard,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,3088456200,9350756.875,99.99650323,0.302764756,
TNC,Suisun Unsuitable,Suisun,Unsuitable,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,206496900,119289150,100,57.76801008,
TNC,Suisun Grass/Pasture,Suisun,Grass/Pasture,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,180582300,292050,100,0.161726814,
TNC,Suisun Corn,Suisun,Corn,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,0,NA,NA,NA,
TNC,Suisun Field Crop,Suisun,Field Crop,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,1512000,47700,100,3.154761905,
TNC,Suisun Grains,Suisun,Grains,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,9834300,18450,100,0.187608676,
TNC,Suisun Alfalfa,Suisun,Alfalfa,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,1127700,1800,100,0.159616919,
TNC,Suisun Wetland,Suisun,Wetland,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,200304000,40583250,100,20.26082854,
TNC,Suisun Suitable-unassigned,Suisun,Suitable-unassigned,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,13974300,164250,100,1.175371933,
TNC,Suisun Vineyard/Orchard,Suisun,Vineyard/Orchard,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,1789200,49950,100,2.791750503,
TNC,Sutter Unsuitable,Sutter,Unsuitable,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,137141100,14480100,100,10.55854153,
TNC,Sutter Grass/Pasture,Sutter,Grass/Pasture,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,728100,6300,100,0.86526576,
TNC,Sutter Corn,Sutter,Corn,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,12621600,36000,100,0.285225328,
TNC,Sutter Field Crop,Sutter,Field Crop,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,109668600,3534300,100,3.222709144,
TNC,Sutter Grains,Sutter,Grains,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,22222800,60300,100,0.271342945,
TNC,Sutter Alfalfa,Sutter,Alfalfa,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,16813800,22500,100,0.133818649,
TNC,Sutter Rice,Sutter,Rice,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,317892600,10322100,100,3.247040038,
TNC,Sutter Row Crop,Sutter,Row Crop,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,7760700,7200,100,0.092775136,
TNC,Sutter Wetland,Sutter,Wetland,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,9452700,2070000,100,21.89850519,
TNC,Sutter Suitable-unassigned,Sutter,Suitable-unassigned,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,54921600,1411200,100,2.56948086,
TNC,Sutter Vineyard/Orchard,Sutter,Vineyard/Orchard,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,271201500,469800,100,0.17322913,
TNC,Tulare Unsuitable,Tulare,Unsuitable,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,4000237200,93370587.86,80.89809519,2.334126283,
TNC,Tulare Grass/Pasture,Tulare,Grass/Pasture,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,5562984600,57854478.84,86.14371357,1.039989915,
TNC,Tulare Corn,Tulare,Corn,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,523335600,13642300.89,99.70900972,2.606797797,
TNC,Tulare Field Crop,Tulare,Field Crop,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,2801450700,34590303.48,93.41488031,1.23472826,
TNC,Tulare Grains,Tulare,Grains,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,774147600,6384442.946,98.37314971,0.82470616,
TNC,Tulare Alfalfa,Tulare,Alfalfa,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,1266047100,15040039.73,98.6229984,1.187952623,
TNC,Tulare Rice,Tulare,Rice,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,0,NA,NA,NA,
TNC,Tulare Row Crop,Tulare,Row Crop,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,320388300,2025750.893,92.43918526,0.632279922,
TNC,Tulare Wetland,Tulare,Wetland,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,12627000,2206778.125,100,17.47666211,
TNC,Tulare Suitable-unassigned,Tulare,Suitable-unassigned,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,1027303200,11524195.45,96.0118971,1.121791059,
TNC,Tulare Vineyard/Orchard,Tulare,Vineyard/Orchard,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,6284166300,34956788.66,97.13531516,0.556267721,
TNC,Yolo Unsuitable,Yolo,Unsuitable,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,285905700,26726850,100,9.348134717,
TNC,Yolo Grass/Pasture,Yolo,Grass/Pasture,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,518663700,1074600,100,0.207186275,
TNC,Yolo Corn,Yolo,Corn,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,35374500,62100,100,0.175550184,
TNC,Yolo Field Crop,Yolo,Field Crop,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,252295200,16558650,100,6.563204532,
TNC,Yolo Grains,Yolo,Grains,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,115674300,148950,100,0.128766718,
TNC,Yolo Alfalfa,Yolo,Alfalfa,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,286989300,208350,100,0.072598525,
TNC,Yolo Rice,Yolo,Rice,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,98002800,1022400,100,1.043235499,
TNC,Yolo Row Crop,Yolo,Row Crop,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,72916200,99000,100,0.135772298,
TNC,Yolo Wetland,Yolo,Wetland,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,16419600,1337400,100,8.145143609,
TNC,Yolo Suitable-unassigned,Yolo,Suitable-unassigned,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,175661100,1138500,100,0.648123005,
TNC,Yolo Vineyard/Orchard,Yolo,Vineyard/Orchard,L8_valley_20140419to20140428_water_cf10yr.tif,4/19/2014,4/28/2014,197953200,277650,100,0.140260425,
TNC,American Unsuitable,American,Unsuitable,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,519906600,22251641.25,98.5341175,4.27993052,
TNC,American Grass/Pasture,American,Grass/Pasture,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,491825700,4091466.964,96.00433578,0.83189369,
TNC,American Corn,American,Corn,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,6228000,93040.17857,100,1.49390139,
TNC,American Field Crop,American,Field Crop,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,254133900,10612614.64,99.99787518,4.175993302,
TNC,American Grains,American,Grains,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,27476100,1045191.964,100,3.804004077,
TNC,American Alfalfa,American,Alfalfa,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,29192400,278169.6429,100,0.952883774,
TNC,American Rice,American,Rice,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,406053900,140286439.3,100,34.54872353,
TNC,American Row Crop,American,Row Crop,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,130500,13264.28571,100,10.16420361,
TNC,American Wetland,American,Wetland,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,2012400,134876.7857,100,6.702285118,
TNC,American Suitable-unassigned,American,Suitable-unassigned,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,80585100,3384407.143,99.99553287,4.199792695,
TNC,American Vineyard/Orchard,American,Vineyard/Orchard,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,255416400,3082045.179,99.78762307,1.206674739,
TNC,Butte Unsuitable,Butte,Unsuitable,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,217640700,33054580.18,87.69201201,15.18768327,
TNC,Butte Grass/Pasture,Butte,Grass/Pasture,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,218932200,857517.8571,92.36780352,0.391681926,
TNC,Butte Corn,Butte,Corn,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,18963000,1568367.857,98.84593732,8.270673718,
TNC,Butte Field Crop,Butte,Field Crop,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,167452200,13831151.79,99.28759345,8.259761165,
TNC,Butte Grains,Butte,Grains,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,19355400,323097.3214,95.38720837,1.669287751,
TNC,Butte Alfalfa,Butte,Alfalfa,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,16569000,304443.75,99.73995016,1.837429839,
TNC,Butte Rice,Butte,Rice,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,611054100,181852658,99.99410889,29.76048406,
TNC,Butte Row Crop,Butte,Row Crop,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,587700,52328.57143,100,8.903959746,
TNC,Butte Wetland,Butte,Wetland,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,72338400,10314626.79,100,14.25885392,
TNC,Butte Suitable-unassigned,Butte,Suitable-unassigned,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,38952900,3740598.214,98.02948971,9.602874791,
TNC,Butte Vineyard/Orchard,Butte,Vineyard/Orchard,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,439000200,6780634.821,88.30287187,1.544563037,
TNC,Colusa Unsuitable,Colusa,Unsuitable,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,262189800,29672841.96,91.89765526,11.31731363,
TNC,Colusa Grass/Pasture,Colusa,Grass/Pasture,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,409268700,1517713.393,54.03944376,0.370835442,
TNC,Colusa Corn,Colusa,Corn,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,43256700,1810368.75,97.13817983,4.18517536,
TNC,Colusa Field Crop,Colusa,Field Crop,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,265528800,17340283.93,99.62114305,6.530471997,
TNC,Colusa Grains,Colusa,Grains,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,88822800,2892002.679,97.6220622,3.255923793,
TNC,Colusa Alfalfa,Colusa,Alfalfa,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,167487300,3231672.321,98.45464453,1.929502906,
TNC,Colusa Rice,Colusa,Rice,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,959814900,270575748.2,99.99981246,28.19040924,
TNC,Colusa Row Crop,Colusa,Row Crop,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,41707800,3235116.964,100,7.756623376,
TNC,Colusa Wetland,Colusa,Wetland,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,73447200,16803664.29,99.99509876,22.87856349,
TNC,Colusa Suitable-unassigned,Colusa,Suitable-unassigned,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,156361500,9502082.143,97.67307195,6.076996027,
TNC,Colusa Vineyard/Orchard,Colusa,Vineyard/Orchard,L8_valley_20140428to20140506_water_cf10yr.tif,4/28/2014,5/6/2014,712845000,11811080.89,94.15256746,1.656893279,
