polygonID,UniqueID,GIS_Ac,season,year,dates,opt,program
373,co1801,115.29671196,spring,2017,Feb 1 - Feb 28,4 week,enrolled
374,co1803,80.3287912443,spring,2017,Feb 1 - Feb 28,4 week,enrolled
660,bu1871,86.8681298136,spring,2017,Feb 1 - Feb 28,4 week,enrolled
735,bu1641,119.67912042,spring,2017,Feb 1 - Mar 14,6 week,enrolled
747,su3977,114.420601626,spring,2017,Feb 1 - Mar 28,8 week,enrolled
748,su3978,93.805679307,spring,2017,Feb 1 - Mar 28,8 week,enrolled
758,tnc146,146.222317326,spring,2017,Feb 1 - Feb 28,4 week,enrolled
759,tnc147,149.300940668,spring,2017,Feb 1 - Feb 28,4 week,enrolled
760,yo5578,131.4981242,spring,2017,Feb 1 - Feb 28,4 week,enrolled
761,tnc144,155.140713859,spring,2017,Feb 1 - Feb 28,4 week,enrolled
789,tnc81,140.01166362,spring,2017,Feb 1 - Mar 14,6 week,enrolled
790,tnc82,147.320769577,spring,2017,Feb 1 - Mar 14,6 week,enrolled
791,su922,147.199573629,spring,2017,Feb 1 - Mar 14,6 week,enrolled
809,tnc99,90.5641867558,spring,2017,Feb 1 - Feb 28,4 week,enrolled
819,co4667,20.7699279735,spring,2017,Feb 1 - Feb 28,4 week,enrolled
820,co4668,21.9441741043,spring,2017,Feb 1 - Feb 28,4 week,enrolled
821,co4669,22.0667204167,spring,2017,Feb 1 - Feb 28,4 week,enrolled
822,co4672,23.4684173958,spring,2017,Feb 1 - Feb 28,4 week,enrolled
823,co4670,24.8441573582,spring,2017,Feb 1 - Feb 28,4 week,enrolled
824,co4671,24.7078762245,spring,2017,Feb 1 - Feb 28,4 week,enrolled
825,co4673,20.2557702893,spring,2017,Feb 1 - Feb 28,4 week,enrolled
827,co4674,15.9438647599,spring,2017,Feb 1 - Feb 28,4 week,enrolled
829,co4693,23.0202864733,spring,2017,Feb 1 - Feb 28,4 week,enrolled
830,co4692,24.1181907296,spring,2017,Feb 1 - Feb 28,4 week,enrolled
831,co4689,24.8724484211,spring,2017,Feb 1 - Feb 28,4 week,enrolled
832,co4690,23.6662662249,spring,2017,Feb 1 - Feb 28,4 week,enrolled
833,co4694,25.2130933665,spring,2017,Feb 1 - Feb 28,4 week,enrolled
20,co4682,12.5724780129,fall,2017,Aug 15 - Sep 11,Aug B,enrolled
21,co4691,25.3438621658,fall,2017,Aug 15 - Sep 11,Aug B,enrolled
39,tnc1,23.7710727641,fall,2017,Sep 1 - Sep 28,Sep A,enrolled
55,yo5457,218.994127743,fall,2017,Sep 1 - Sep 28,Sep A,enrolled
57,yo5456,262.766600171,fall,2017,Sep 1 - Sep 28,Sep A,enrolled
95,bu2472,57.2838626674,fall,2017,Oct 1 - Oct 28,Oct A,enrolled
96,bu5971,77.0005979023,fall,2017,Oct 1 - Oct 28,Oct A,enrolled
137,yu2804,105.656518356,fall,2017,Oct 1 - Oct 28,Oct A,enrolled
149,yu2472,51.9801878859,fall,2017,Oct 1 - Oct 28,Oct A,enrolled
153,yu2464,70.7327629713,fall,2017,Oct 1 - Oct 28,Oct A,enrolled
154,yu894,21.0832391668,fall,2017,Oct 1 - Oct 28,Oct A,enrolled
168,yu1668,90.472257735,fall,2017,Oct 1 - Oct 28,Oct A,enrolled
308,yu1671,98.6059324479,fall,2017,Oct 1 - Oct 28,Oct A,enrolled
339,tnc22,13.6363386429,fall,2017,Oct 1 - Oct 28,Oct A,enrolled
351,co977,147.448581195,fall,2017,Aug 15 - Sep 11,Aug B,enrolled
385,tnc26,18.3461723302,fall,2017,Sep 1 - Sep 28,Sep A,enrolled
386,tnc27,32.4709970023,fall,2017,Sep 1 - Sep 28,Sep A,enrolled
387,tnc28,30.957426371,fall,2017,Sep 1 - Sep 28,Sep A,enrolled
521,tnc45,16.4810304534,fall,2017,Sep 1 - Sep 28,Sep A,enrolled
522,tnc46,6.1140686323,fall,2017,Sep 1 - Sep 28,Sep A,enrolled
597,yu1651,39.2297084317,fall,2017,Oct 1 - Oct 28,Oct A,enrolled
598,yu1650,45.8922651463,fall,2017,Oct 1 - Oct 28,Oct A,enrolled
599,yu1652,37.8614947874,fall,2017,Oct 1 - Oct 28,Oct A,enrolled
682,co687,111.951563049,fall,2017,Sep 1 - Sep 28,Sep A,enrolled
705,co1025,75.7737230307,fall,2017,Oct 1 - Oct 28,Oct A,enrolled
819,co4667,20.7699279735,fall,2017,Aug 15 - Sep 11,Aug B,enrolled
820,co4668,21.9441741043,fall,2017,Aug 15 - Sep 11,Aug B,enrolled
821,co4669,22.0667204167,fall,2017,Aug 15 - Sep 11,Aug B,enrolled
822,co4672,23.4684173958,fall,2017,Aug 15 - Sep 11,Aug B,enrolled
823,co4670,24.8441573582,fall,2017,Aug 15 - Sep 11,Aug B,enrolled
824,co4671,24.7078762245,fall,2017,Aug 15 - Sep 11,Aug B,enrolled
825,co4673,20.2557702893,fall,2017,Aug 15 - Sep 11,Aug B,enrolled
827,co4674,15.9438647599,fall,2017,Aug 15 - Sep 11,Aug B,enrolled
829,co4693,23.0202864733,fall,2017,Aug 15 - Sep 11,Aug B,enrolled
830,co4692,24.1181907296,fall,2017,Aug 15 - Sep 11,Aug B,enrolled
831,co4689,24.8724484211,fall,2017,Aug 15 - Sep 11,Aug B,enrolled
832,co4690,23.6662662249,fall,2017,Aug 15 - Sep 11,Aug B,enrolled
833,co4694,25.2130933665,fall,2017,Aug 15 - Sep 11,Aug B,enrolled
969,co1011,71.3986021648,fall,2017,Oct 1 - Oct 28,Oct A,enrolled
974,co4395,51.8675618929,fall,2017,Aug 15 - Sep 11,Aug B,enrolled
975,co4396,53.648605301,fall,2017,Aug 15 - Sep 11,Aug B,enrolled
976,co4397,16.9621540662,fall,2017,Aug 15 - Sep 11,Aug B,enrolled
977,co4398,19.8975980078,fall,2017,Aug 15 - Sep 11,Aug B,enrolled
978,co6251,51.2856051509,fall,2017,Aug 15 - Sep 11,Aug B,enrolled
980,su5101,118.423778084,fall,2017,Oct 1 - Oct 28,Oct A,enrolled
998,su2813,55.9676443185,fall,2017,Sep 1 - Sep 28,Sep A,enrolled
999,su2814,57.6535516556,fall,2017,Sep 1 - Sep 28,Sep A,enrolled
4,bu2458,131.980514788,spring,2018,Mar 1 - Apr 15,Mar A (6 week),enrolled
28,co580,134.950083421,spring,2018,Mar 1 - Mar 28,Mar A (4 week),enrolled
29,co577,141.75137325,spring,2018,Mar 1 - Mar 28,Mar A (4 week),enrolled
31,co575,122.765533515,spring,2018,Mar 1 - Mar 28,Mar A (4 week),enrolled
32,co5487,31.1793765249,spring,2018,Mar 1 - Mar 28,Mar A (4 week),enrolled
33,co5488,90.0335416158,spring,2018,Mar 1 - Mar 28,Mar A (4 week),enrolled
34,co5486,181.28119123,spring,2018,Mar 1 - Mar 28,Mar A (4 week),enrolled
35,co5484,138.483038103,spring,2018,Mar 1 - Mar 28,Mar A (4 week),enrolled
36,co5485,137.686043769,spring,2018,Mar 1 - Mar 28,Mar A (4 week),enrolled
141,yu2478,89.8871896753,spring,2018,Mar 1 - Apr 15,Mar A (6 week),enrolled
142,yu2794,35.5566494097,spring,2018,Mar 1 - Mar 28,Mar A (4 week),enrolled
143,yu2474,51.8320889889,spring,2018,Mar 1 - Mar 28,Mar A (4 week),enrolled
146,yu2471,12.3954156469,spring,2018,Mar 1 - Mar 28,Mar A (4 week),enrolled
147,yu2467,42.4571704501,spring,2018,Mar 1 - Mar 28,Mar A (4 week),enrolled
150,yu2465,37.5906493124,spring,2018,Mar 1 - Mar 28,Mar A (4 week),enrolled
152,yu2469,75.1428047258,spring,2018,Mar 1 - Apr 15,Mar A (6 week),enrolled
161,tnc11,51.7662441391,spring,2018,Mar 1 - Apr 15,Mar A (6 week),enrolled
171,yu2293,132.974901141,spring,2018,Mar 1 - Mar 28,Mar A (4 week),enrolled
291,tnc107,30.7757571974,spring,2018,Mar 19 - Apr 29,Mar B (6 week),enrolled
321,tnc17,24.6097341877,spring,2018,Mar 1 - Apr 15,Mar A (6 week),enrolled
325,tnc21,2.99733869341,spring,2018,Mar 1 - Apr 15,Mar A (6 week),enrolled
326,yu2463,18.6563266463,spring,2018,Mar 1 - Mar 28,Mar A (4 week),enrolled
327,yu2466,35.730359712,spring,2018,Mar 1 - Mar 28,Mar A (4 week),enrolled
330,yu2473,36.0432717928,spring,2018,Mar 1 - Apr 15,Mar A (6 week),enrolled
334,yu2292,56.921463738,spring,2018,Mar 1 - Mar 28,Mar A (4 week),enrolled
527,co578,95.0921759439,spring,2018,Mar 1 - Mar 28,Mar A (4 week),enrolled
528,co581,174.803776391,spring,2018,Mar 1 - Mar 28,Mar A (4 week),enrolled
541,tnc108,21.9089176108,spring,2018,Mar 19 - Apr 29,Mar B (6 week),enrolled
1040,tnc150,41.2954294659,spring,2018,Mar 19 - Apr 29,Mar B (6 week),enrolled
1045,tnc154,31.788886664,spring,2018,Mar 19 - Apr 15,Mar B (4 week),enrolled
1046,tnc155,28.1106861819,spring,2018,Mar 19 - Apr 15,Mar B (4 week),enrolled
1047,co4734,52.2617204926,spring,2018,Mar 19 - Apr 15,Mar B (4 week),enrolled
1048,tnc156,70.0162043804,spring,2018,Mar 19 - Apr 29,Mar B (6 week),enrolled
1049,tnc157,12.2199814765,spring,2018,Mar 19 - Apr 29,Mar B (6 week),enrolled
1050,tnc158,17.2751806256,spring,2018,Mar 19 - Apr 29,Mar B (6 week),enrolled
1051,tnc159,15.4310976733,spring,2018,Mar 19 - Apr 29,Mar B (6 week),enrolled
1053,co4378,98.06459095,spring,2018,Mar 19 - Apr 29,Mar B (6 week),enrolled
1054,tnc160,253.413607431,spring,2018,Mar 19 - Apr 29,Mar B (6 week),enrolled
1055,co6751,92.5979301797,spring,2018,Mar 19 - Apr 29,Mar B (6 week),enrolled
10,su637,58.7949076155,fall,2018,Sep 1 - Sep 28,Sep A,enrolled
86,su3428,159.151838341,fall,2018,Sep 17 - Oct 14,Sep B,enrolled
88,su4504,52.4281515935,fall,2018,Sep 17 - Oct 14,Sep B,enrolled
89,su3427,162.836986175,fall,2018,Sep 17 - Oct 14,Sep B,enrolled
91,su3267,314.283737345,fall,2018,Sep 17 - Oct 14,Sep B,enrolled
153,yu2464,70.7327629713,fall,2018,Sep 17 - Oct 14,Sep B,enrolled
154,yu894,21.0832391668,fall,2018,Sep 17 - Oct 14,Sep B,enrolled
300,su3426,151.409954263,fall,2018,Sep 17 - Oct 14,Sep B,enrolled
426,su3435,37.8440791602,fall,2018,Sep 17 - Oct 14,Sep B,enrolled
623,su3266,304.690399221,fall,2018,Sep 17 - Oct 14,Sep B,enrolled
969,co1011,71.3986021648,fall,2018,Sep 1 - Sep 28,Sep A,enrolled
1024,yo3377,96.3554147535,fall,2018,Sep 1 - Sep 28,Sep A,enrolled
1026,yo3379,34.4537492561,fall,2018,Sep 1 - Sep 28,Sep A,enrolled
1040,tnc150,41.2954294659,fall,2018,Sep 1 - Sep 28,Sep A,enrolled
1047,co4734,52.2617204926,fall,2018,Sep 1 - Sep 28,Sep A,enrolled
1053,co4378,98.06459095,fall,2018,Sep 1 - Sep 28,Sep A,enrolled
1058,tnc163,50.13690207,fall,2018,Sep 1 - Sep 28,Sep A,enrolled
1059,tnc164,56.6493278467,fall,2018,Sep 1 - Sep 28,Sep A,enrolled
1060,tnc165,85.4610371794,fall,2018,Sep 1 - Sep 28,Sep A,enrolled
1087,tnc192,134.694794711,fall,2018,Sep 1 - Sep 28,Sep A,enrolled
1132,co4400,43.5386812426,fall,2018,Sep 1 - Sep 28,Sep A,enrolled
1133,co4401,32.7055522381,fall,2018,Sep 1 - Sep 28,Sep A,enrolled
1134,co4399,20.9126711648,fall,2018,Sep 1 - Sep 28,Sep A,enrolled
