"sourcefile","property","sitecode","visit","date.surv","trt","perc.flood","avg.depth.in"
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-100",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-100",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-100",5,2012-01-23,"NBNF",1,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-103",1,2011-12-08,"NBF",65,5.5
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-103",2,2011-12-16,"NBF",80,6
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-103",3,2011-12-27,"NBF",10,3
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-103",4,2012-01-13,"NBF",2,2
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-103",5,2012-01-23,"NBF",100,7.5
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-104",1,2011-12-08,"NBF",100,6
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-104",2,2011-12-16,"NBF",100,7.5
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-104",3,2011-12-27,"NBF",100,5.5
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-104",4,2012-01-13,"NBF",100,6
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-104",5,2012-01-23,"NBF",100,8.5
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-107",1,2011-12-08,"NBF",95,2
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-107",2,2011-12-16,"NBF",70,4
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-107",3,2011-12-27,"NBF",10,1.5
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-107",4,2012-01-13,"NBF",3,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-107",5,2012-01-23,"NBF",100,5
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-108",1,2011-12-08,"NBF",100,5
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-108",2,2011-12-16,"NBF",100,6
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-108",3,2011-12-27,"NBF",100,NA
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-108",4,2012-01-13,"NBF",100,5
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-108",5,2012-01-23,"NBF",100,7
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-111",1,2011-12-08,"NBF",100,NA
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-111",2,2011-12-16,"NBF",100,10
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-111",3,2011-12-27,"NBF",20,2
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-111",4,2012-01-13,"NBF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-111",5,2012-01-23,"NBF",95,4
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-112",1,2011-12-08,"NBF",99,12
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-112",2,2011-12-16,"NBF",100,11.5
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-112",3,2011-12-27,"NBF",100,11
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-112",4,2012-01-13,"NBF",100,10.5
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-112",5,2012-01-23,"NBF",100,18
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-115",1,2011-12-08,"NBF",NA,NA
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-115",2,2011-12-16,"NBF",95,8.5
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-115",3,2011-12-27,"NBF",70,6
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-115",4,2012-01-13,"NBF",10,1
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-115",5,2012-01-23,"NBF",70,4.5
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-116",1,2011-12-08,"NBF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-116",2,2011-12-16,"NBF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-116",3,2011-12-27,"NBF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-116",4,2012-01-13,"NBF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-116",5,2012-01-23,"NBF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-119",1,2011-12-08,"NBF",90,5
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-119",2,2011-12-16,"NBF",80,4
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-119",3,2011-12-27,"NBF",5,2
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-119",4,2012-01-13,"NBF",2,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-119",5,2012-01-23,"NBF",85,4.5
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-150",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-150",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-150",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-150",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-150",5,2012-01-23,"NBNF",2,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-151",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-151",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-151",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-151",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-151",5,2012-01-23,"NBNF",10,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-152",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-152",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-152",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-152",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-152",5,2012-01-23,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-153",1,2011-12-08,"NBNF",1,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-153",2,2011-12-16,"NBNF",1,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-153",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-153",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-153",5,2012-01-23,"NBNF",5,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-154",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-154",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-154",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-154",5,2012-01-23,"NBNF",5,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-155",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-155",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-155",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-155",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-155",5,2012-01-23,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-156",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-156",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-156",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-156",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-156",5,2012-01-23,"NBNF",1,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-157",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-157",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-157",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-157",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-157",5,2012-01-23,"NBNF",5,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-158",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-158",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-158",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-158",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-158",5,2012-01-23,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-160",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-160",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-160",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-160",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-160",5,2012-01-23,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-161",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-161",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-161",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-161",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-161",5,2012-01-23,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-162",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-162",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-162",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-162",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-162",5,2012-01-23,"NBNF",10,0.5
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-163",1,2011-12-08,"NBNF",2,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-163",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-163",3,2011-12-27,"NBNF",2,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-163",4,2012-01-13,"NBNF",2,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-163",5,2012-01-23,"NBNF",1,0.5
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-164",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-164",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-164",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-164",5,2012-01-23,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-166",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-166",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-166",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-166",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-166",5,2012-01-23,"NBNF",5,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-167",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-167",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-167",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-167",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-167",5,2012-01-23,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-168",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-168",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-168",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-168",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-168",5,2012-01-23,"NBNF",3,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-170",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-170",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-170",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-170",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-170",5,2012-01-23,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-171",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-171",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-171",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-171",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-171",5,2012-01-23,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-172",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-172",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-172",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-172",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-172",5,2012-01-23,"NBNF",1,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-173",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-173",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-173",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-173",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-173",5,2012-01-23,"NBNF",1,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-174",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-174",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-174",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-174",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-174",5,2012-01-23,"NBNF",5,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-175",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-175",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-175",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-175",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-175",5,2012-01-23,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-176",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-176",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-176",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-176",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-176",5,2012-01-23,"NBNF",1,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-179",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-179",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-179",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-179",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-179",5,2012-01-23,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-180",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-180",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-180",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-180",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-180",5,2012-01-23,"NBNF",2,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-181",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-181",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-181",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-181",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-181",5,2012-01-23,"NBNF",4,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-182",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-182",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-182",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-182",5,2012-01-23,"NBNF",5,0.5
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-184",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-184",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-184",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-184",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-184",5,2012-01-23,"NBNF",1,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-185",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-185",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-185",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-185",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-185",5,2012-01-23,"NBNF",10,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-186",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-186",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-186",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-186",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-186",5,2012-01-23,"NBNF",1,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-187",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-187",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-187",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-187",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-187",5,2012-01-23,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-191",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-191",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-191",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-191",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-191",5,2012-01-23,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-201",1,2011-12-08,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-201",2,2011-12-16,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-201",3,2011-12-27,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-201",4,2012-01-13,"NBNF",0,0
"ghg_all_data_bothyearsI2.csv","Davis Home Ranch","C-201",5,2012-01-23,"NBNF",15,0.5
"Variable_drawdown_visit_data.xls","G & B Farms","GB-01",1,2012-01-31,"WEEK1",100,10
"Variable_drawdown_visit_data.xls","G & B Farms","GB-01",5,2012-02-13,"WEEK1",40,3
"Variable_drawdown_visit_data.xls","G & B Farms","GB-01",6,2012-02-16,"WEEK1",60,4
"Variable_drawdown_visit_data.xls","G & B Farms","GB-01",7,2012-02-21,"WEEK1",50,2
"Variable_drawdown_visit_data.xls","G & B Farms","GB-01",8,2012-02-24,"WEEK1",25,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-01",9,2012-02-27,"WEEK1",0,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-01",2,2012-02-03,"WEEK1",95,4
"Variable_drawdown_visit_data.xls","G & B Farms","GB-01",3,2012-02-06,"WEEK1",50,2
"Variable_drawdown_visit_data.xls","G & B Farms","GB-01",4,2012-02-09,"WEEK1",70,4
"Variable_drawdown_visit_data.xls","G & B Farms","GB-01",10,2012-03-01,"WEEK1",0,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-01",12,2012-03-08,"WEEK1",0,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-01",3,2013-02-13,"WEEK1",3,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-01",4,2013-02-15,"WEEK1",0,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-01",5,2013-02-20,"WEEK1",0,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-01",6,2013-02-22,"WEEK1",0,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-01",7,2013-02-26,"WEEK1",0,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-01",8,2013-02-28,"WEEK1",0,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-01",1,2013-02-05,"WEEK1",40,2
"Variable_drawdown_visit_data.xls","G & B Farms","GB-01",2,2013-02-07,"WEEK1",15,1
"Variable_drawdown_visit_data.xls","G & B Farms","GB-01",11,2013-03-11,"WEEK1",0,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-01",9,2013-03-04,"WEEK1",0,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-02",1,2012-01-31,"WEEK1",95,4
"Variable_drawdown_visit_data.xls","G & B Farms","GB-02",5,2012-02-13,"WEEK1",60,2
"Variable_drawdown_visit_data.xls","G & B Farms","GB-02",6,2012-02-16,"WEEK1",95,3
"Variable_drawdown_visit_data.xls","G & B Farms","GB-02",7,2012-02-21,"WEEK1",40,2
"Variable_drawdown_visit_data.xls","G & B Farms","GB-02",8,2012-02-24,"WEEK1",20,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-02",9,2012-02-27,"WEEK1",0,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-02",2,2012-02-03,"WEEK1",5,4
"Variable_drawdown_visit_data.xls","G & B Farms","GB-02",3,2012-02-06,"WEEK1",99,3
"Variable_drawdown_visit_data.xls","G & B Farms","GB-02",4,2012-02-09,"WEEK1",90,3
"Variable_drawdown_visit_data.xls","G & B Farms","GB-02",10,2012-03-01,"WEEK1",3,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-02",12,2012-03-08,"WEEK1",0,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-02",3,2013-02-13,"WEEK1",1,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-02",4,2013-02-15,"WEEK1",0,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-02",5,2013-02-20,"WEEK1",0,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-02",6,2013-02-22,"WEEK1",0,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-02",7,2013-02-26,"WEEK1",0,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-02",8,2013-02-28,"WEEK1",0,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-02",1,2013-02-05,"WEEK1",20,1
"Variable_drawdown_visit_data.xls","G & B Farms","GB-02",2,2013-02-07,"WEEK1",15,1
"Variable_drawdown_visit_data.xls","G & B Farms","GB-02",11,2013-03-11,"WEEK1",0,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-02",9,2013-03-04,"WEEK1",0,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-03",1,2012-01-31,"WEEK1",80,4
"Variable_drawdown_visit_data.xls","G & B Farms","GB-03",5,2012-02-13,"WEEK1",15,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-03",6,2012-02-16,"WEEK1",45,2
"Variable_drawdown_visit_data.xls","G & B Farms","GB-03",7,2012-02-21,"WEEK1",10,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-03",8,2012-02-24,"WEEK1",0,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-03",9,2012-02-27,"WEEK1",0,0
"Variable_drawdown_visit_data.xls","G & B Farms","GB-03",2,2012-02-03,"WEEK1",80,2
"Variable_drawdown_visit_data.xls","G & B Farms","GB-03",3,2012-02-06,"WEEK1",20,2
"Variable_drawdown_visit_data.xls","G & B Farms","GB-03",4,2012-02-09,"WEEK1",30,1
