trt,yday,zday,fit,se.fit,pred,lcl,ucl,fit2,se.fit2,pred2,lcl2,ucl2,fit1,se.fit1,fit21,se.fit21,fit3,se.fit3,pred3,lcl3,ucl3
WEEK4,232,0.82,0.18305901468484187,0.4737490479451591,0.5456373801168863,0.3176832704712703,0.7559416972234624,1.9125629249509968,1.0212071168129357,0.8713068054347128,0.46758271000862667,0.9812010646326134,0.18305901468484187,0.4737490479451591,1.9125629249509968,1.0212071168129357,1.1459752801108465,0.9266606443754756,0.7587750178015252,0.3301855402510521,0.9525423380344581
WEEK1,233,0.83,1.9503209078069663,0.45552593033255284,0.8754816293260922,0.738708943615628,0.9459035870827149,2.2036206980609565,1.0216645922247636,0.9005741798981569,0.5399872976764252,0.9858940177668187,1.9503209078069663,0.45552593033255284,2.2036206980609565,1.0216645922247636,1.4529328334408447,0.9269783051138984,0.8104493895785595,0.40106639138391836,0.9646644044029101
WEEK2,233,0.83,2.7364146540741126,0.4591073362917332,0.9391414995100639,0.860349998880542,0.9747813484605836,2.2036206980609565,1.0216645922247636,0.9005741798981569,0.5399872976764252,0.9858940177668187,2.7364146540741126,0.4591073362917332,2.2036206980609565,1.0216645922247636,1.4529328334408447,0.9269783051138984,0.8104493895785595,0.40106639138391836,0.9646644044029101
WEEK3,233,0.83,1.6076450902144477,0.4761357626670594,0.8330841814189767,0.6582203595301359,0.9282369034332372,2.2036206980609565,1.0216645922247636,0.9005741798981569,0.5399872976764252,0.9858940177668187,1.6076450902144477,0.4761357626670594,2.2036206980609565,1.0216645922247636,1.4529328334408447,0.9269783051138984,0.8104493895785595,0.40106639138391836,0.9646644044029101
WEEK4,233,0.83,0.3358719318431209,0.47600136115152025,0.5831874186269321,0.35066195340174094,0.7837872350967582,2.2036206980609565,1.0216645922247636,0.9005741798981569,0.5399872976764252,0.9858940177668187,0.3358719318431209,0.47600136115152025,2.2036206980609565,1.0216645922247636,1.4529328334408447,0.9269783051138984,0.8104493895785595,0.40106639138391836,0.9646644044029101
WEEK1,234,0.84,2.0709311037446563,0.4591449853810523,0.8880455658243952,0.7599929999734104,0.952084788590484,2.5080885384696203,1.02228570401718,0.9247069148421366,0.6138482048665406,0.9895707813920571,2.0709311037446563,0.4591449853810523,2.5080885384696203,1.02228570401718,1.7732322730737726,0.9274995186501971,0.8548591754101902,0.47956969042849734,0.9741242168489214
WEEK2,234,0.84,3.0613292933575984,0.4643527771769262,0.9552691320659575,0.894033831479044,0.981836930427251,2.5080885384696203,1.02228570401718,0.9247069148421366,0.6138482048665406,0.9895707813920571,3.0613292933575984,0.4643527771769262,2.5080885384696203,1.02228570401718,1.7732322730737726,0.9274995186501971,0.8548591754101902,0.47956969042849734,0.9741242168489214
WEEK3,234,0.84,1.9952688137404653,0.4788354127425019,0.880299438138717,0.7383862704660852,0.9504022402422068,2.5080885384696203,1.02228570401718,0.9247069148421366,0.6138482048665406,0.9895707813920571,1.9952688137404653,0.4788354127425019,2.5080885384696203,1.02228570401718,1.7732322730737726,0.9274995186501971,0.8548591754101902,0.47956969042849734,0.9741242168489214
WEEK4,234,0.84,0.5344844262865367,0.47802067793179825,0.6305284244824036,0.3961442506529215,0.8161571764881651,2.5080885384696203,1.02228570401718,0.9247069148421366,0.6138482048665406,0.9895707813920571,0.5344844262865367,0.47802067793179825,2.5080885384696203,1.02228570401718,1.7732322730737726,0.9274995186501971,0.8548591754101902,0.47956969042849734,0.9741242168489214
WEEK1,235,0.85,2.191541296534362,0.46332365157612926,0.899487340672962,0.7798674309370806,0.9576368031489088,2.8260145662553247,1.0230650802067252,0.944065520078655,0.6856552002159073,0.9924012573551948,2.191541296534362,0.46332365157612926,2.8260145662553247,1.0230650802067252,2.1068365161655738,0.9282292246598602,0.8915658783849681,0.5622695538336234,0.981353878510036
WEEK2,235,0.85,3.3862439478035355,0.4704183936528505,0.9672718477368285,0.9202249359344511,0.9869660832563012,2.8260145662553247,1.0230650802067252,0.944065520078655,0.6856552002159073,0.9924012573551948,3.3862439478035355,0.4704183936528505,2.8260145662553247,1.0230650802067252,2.1068365161655738,0.9282292246598602,0.8915658783849681,0.5622695538336234,0.981353878510036
WEEK3,235,0.85,2.409566458073596,0.4819870477208194,0.9175538909046346,0.8093191672906387,0.9668673001968265,2.8260145662553247,1.0230650802067252,0.944065520078655,0.6856552002159073,0.9924012573551948,2.409566458073596,0.4819870477208194,2.8260145662553247,1.0230650802067252,2.1068365161655738,0.9282292246598602,0.8915658783849681,0.5622695538336234,0.981353878510036
WEEK4,235,0.85,0.7885667437701143,0.4793297980040424,0.6875234998591081,0.45757901316672495,0.8516026207320618,2.8260145662553247,1.0230650802067252,0.944065520078655,0.6856552002159073,0.9924012573551948,0.7885667437701143,0.4793297980040424,2.8260145662553247,1.0230650802067252,2.1068365161655738,0.9282292246598602,0.8915658783849681,0.5622695538336234,0.981353878510036
WEEK1,236,0.86,2.3121514865202375,0.46804694100097205,0.9098784321294315,0.798357087863113,0.9626100112354407,3.157412590180488,1.0239898611316853,0.9591998069791654,0.7520233653707579,0.9945430443156906,2.3121514865202375,0.46804694100097205,3.157412590180488,1.0239898611316853,2.4536733566091815,0.9291602004052357,0.920829661627885,0.6445924175466861,0.986770571177249
WEEK2,236,0.86,3.7111586333514968,0.4772729228794881,0.9761343171373406,0.9402857306032489,0.9906751562663422,3.157412590180488,1.0239898611316853,0.9591998069791654,0.7520233653707579,0.9945430443156906,3.7111586333514968,0.4772729228794881,3.157412590180488,1.0239898611316853,2.4536733566091815,0.9291602004052357,0.920829661627885,0.6445924175466861,0.986770571177249
WEEK3,236,0.86,2.8501621377423794,0.4855131916604522,0.9453270632848861,0.8675118258884601,0.9785676513215725,3.157412590180488,1.0239898611316853,0.9591998069791654,0.7520233653707579,0.9945430443156906,2.8501621377423794,0.4855131916604522,3.157412590180488,1.0239898611316853,2.4536733566091815,0.9291602004052357,0.920829661627885,0.6445924175466861,0.986770571177249
WEEK4,236,0.86,1.1077823131564317,0.479514051302059,0.7517154349256909,0.5371201289225961,0.8876352288382945,3.157412590180488,1.0239898611316853,0.9591998069791654,0.7520233653707579,0.9945430443156906,1.1077823131564317,0.479514051302059,3.157412590180488,1.0239898611316853,2.4536733566091815,0.9291602004052357,0.920829661627885,0.6445924175466861,0.986770571177249
WEEK1,237,0.87,2.4327616740685847,0.47329854896496343,0.919291671204937,0.8155018984270906,0.9670531809448706,3.5022139586854735,1.02505508264834,0.9707506974658433,0.8103219986904587,0.996136551324183,2.4327616740685847,0.47329854896496343,3.5022139586854735,1.02505508264834,2.813588361104767,0.930290095562872,0.9434057118379967,0.7217197427224459,0.9907530225990944
WEEK2,237,0.87,4.036073365979223,0.484882915252861,0.9826399871715742,0.9554813709730653,0.9933458567766718,3.5022139586854735,1.02505508264834,0.9707506974658433,0.8103219986904587,0.996136551324183,4.036073365979223,0.484882915252861,3.5022139586854735,1.02505508264834,2.813588361104767,0.930290095562872,0.9434057118379967,0.7217197427224459,0.9907530225990944
WEEK3,237,0.87,3.316513213073038,0.48956556641376,0.9649909868073692,0.9119260485128253,0.9865554318639761,3.5022139586854735,1.02505508264834,0.9707506974658433,0.8103219986904587,0.996136551324183,3.316513213073038,0.48956556641376,3.5022139586854735,1.02505508264834,2.813588361104767,0.930290095562872,0.9434057118379967,0.7217197427224459,0.9907530225990944
WEEK4,237,0.87,1.5015337608372192,0.478468111147913,0.8178031197675519,0.6328812727537219,0.9211786420856425,3.5022139586854735,1.02505508264834,0.9707506974658433,0.8103219986904587,0.996136551324183,1.5015337608372192,0.478468111147913,3.5022139586854735,1.02505508264834,2.813588361104767,0.930290095562872,0.9434057118379967,0.7217197427224459,0.9907530225990944
WEEK1,238,0.88,2.5533718595637227,0.47906110127577906,0.9277997128352221,0.8313534116384307,0.9710130467031064,3.860254517750956,1.026284493214406,0.9793718453294473,0.8590819170713266,0.9973027549893068,2.5533718595637227,0.47906110127577906,3.860254517750956,1.026284493214406,3.186333750153004,0.9316452001103128,0.9603167407205763,0.7896875950297781,0.993629105691402
WEEK2,238,0.88,4.360988161358807,0.49321340922419793,0.987395143876151,0.9668999855277375,0.9952621134852945,3.860254517750956,1.026284493214406,0.9793718453294473,0.8590819170713266,0.9973027549893068,4.360988161358807,0.49321340922419793,3.860254517750956,1.026284493214406,3.186333750153004,0.9316452001103128,0.9603167407205763,0.7896875950297781,0.993629105691402
WEEK3,238,0.88,3.807892775266029,0.4947435915346893,0.9782870180926899,0.9436623617309381,0.9918161897800869,3.860254517750956,1.026284493214406,0.9793718453294473,0.8590819170713266,0.9973027549893068,3.807892775266029,0.4947435915346893,3.860254517750956,1.026284493214406,3.186333750153004,0.9316452001103128,0.9603167407205763,0.7896875950297781,0.993629105691402
WEEK4,238,0.88,1.9787106098382967,0.47672091154965707,0.8785436452464501,0.7359976238799201,0.949413151784647,3.860254517750956,1.026284493214406,0.9793718453294473,0.8590819170713266,0.9973027549893068,1.9787106098382967,0.47672091154965707,3.860254517750956,1.026284493214406,3.186333750153004,0.9316452001103128,0.9603167407205763,0.7896875950297781,0.993629105691402
WEEK1,239,0.89,2.6739820433972867,0.48531639794027476,0.9354738149315016,0.8459716598366684,0.9745339915720579,4.23127930592997,1.0277557404288464,0.9856744194229491,0.8980522500679757,0.9981427340269968,2.6739820433972867,0.48531639794027476,4.23127930592997,1.0277557404288464,3.5715754134383735,0.933309832928124,0.972657118774558,0.8461808762673819,0.9956714946432322
WEEK2,239,0.89,4.68590303442171,0.502228559052803,0.9908599109472185,0.9754322456259712,0.9966329989759332,4.23127930592997,1.0277557404288464,0.9856744194229491,0.8980522500679757,0.9981427340269968,4.68590303442171,0.502228559052803,4.23127930592997,1.0277557404288464,3.5715754134383735,0.933309832928124,0.972657118774558,0.8461808762673819,0.9956714946432322
WEEK3,239,0.89,4.323410101393188,0.5023259982803026,0.9869187795993143,0.9650667477284621,0.9951699759126648,4.23127930592997,1.0277557404288464,0.9856744194229491,0.8980522500679757,0.9981427340269968,4.323410101393188,0.5023259982803026,4.23127930592997,1.0277557404288464,3.5715754134383735,0.933309832928124,0.972657118774558,0.8461808762673819,0.9956714946432322
WEEK4,239,0.89,2.5474430219892508,0.47582976662015136,0.9274015466628674,0.8314282442338744,0.9706622234419094,4.23127930592997,1.0277557404288464,0.9856744194229491,0.8980522500679757,0.9981427340269968,2.5474430219892508,0.47582976662015136,4.23127930592997,1.0277557404288464,3.5715754134383735,0.933309832928124,0.972657118774558,0.8461808762673819,0.9956714946432322
WEEK1,240,0.9,2.794592225957755,0.49204564699684594,0.9423828976668165,0.859422405525961,0.9776578234977171,4.61494764258516,1.0296275319049093,0.9901944000596334,0.9279550175378831,0.998738514127116,2.794592225957755,0.49204564699684594,4.61494764258516,1.0296275319049093,3.968900234307569,0.9354585297181667,0.9814561699435153,0.8907069994833492,0.9970990657649278
WEEK2,240,0.9,5.010817998938977,0.5118921985245477,0.9933786852881951,0.9817833312227002,0.997611271307161,4.61494764258516,1.0296275319049093,0.9901944000596334,0.9279550175378831,0.998738514127116,5.010817998938977,0.5118921985245477,4.61494764258516,1.0296275319049093,3.968900234307569,0.9354585297181667,0.9814561699435153,0.8907069994833492,0.9970990657649278
WEEK3,240,0.9,4.862031514722509,0.5144537722525532,0.992324612586989,0.9788165488960655,0.9972432411662384,4.61494764258516,1.0296275319049093,0.9901944000596334,0.9279550175378831,0.998738514127116,4.862031514722509,0.5144537722525532,4.61494764258516,1.0296275319049093,3.968900234307569,0.9354585297181667,0.9814561699435153,0.8907069994833492,0.9970990657649278
WEEK4,240,0.9,3.214866070327579,0.47877487837722926,0.9613898970568457,0.9052797596130667,0.9848190389474604,4.61494764258516,1.0296275319049093,0.9901944000596334,0.9279550175378831,0.998738514127116,3.214866070327579,0.47877487837722926,4.61494764258516,1.0296275319049093,3.968900234307569,0.9354585297181667,0.9814561699435153,0.8907069994833492,0.9970990657649278
WEEK1,241,0.91,2.9152024076204945,0.4992296834393879,0.9485928499743629,0.8717748000111647,0.9804236347480947,5.010838518536985,1.0321655382633204,0.9933788202539285,0.9500981605814047,0.9991548657661741,2.9152024076204945,0.4992296834393879,5.010838518536985,1.0321655382633204,4.3778235674153185,0.9383870690378846,0.9876029666998284,0.924215356137512,0.998082086610916
WEEK2,241,0.91,5.335733067128842,0.5221683303486567,0.995206708216157,0.9864989713837512,0.9983078634160651,5.010838518536985,1.0321655382633204,0.9933788202539285,0.9500981605814047,0.9991548657661741,5.335733067128842,0.5221683303486567,5.010838518536985,1.0321655382633204,4.3778235674153185,0.9383870690378846,0.9876029666998284,0.924215356137512,0.998082086610916
WEEK3,241,0.91,5.4226011596398,0.534157447239147,0.9956037663144539,0.987311459211808,0.9984851397113222,5.010838518536985,1.0321655382633204,0.9933788202539285,0.9500981605814047,0.9991548657661741,5.4226011596398,0.534157447239147,5.010838518536985,1.0321655382633204,4.3778235674153185,0.9383870690378846,0.9876029666998284,0.924215356137512,0.998082086610916
WEEK4,241,0.91,3.9869015710153786,0.49014874009460224,0.9817809697238312,0.9528715874430078,0.9930855202159828,5.010838518536985,1.0321655382633204,0.9933788202539285,0.9500981605814047,0.9991548657661741,3.9869015710153786,0.49014874009460224,5.010838518536985,1.0321655382633204,4.3778235674153185,0.9383870690378846,0.9876029666998284,0.924215356137512,0.998082086610916
WEEK1,242,0.92,3.0358125887385965,0.5068491695073248,0.9541660481949598,0.8830994501443559,0.9828677332624599,5.418456229931721,1.0357630866294305,0.99558558702472,0.9660041626351126,0.9994416591277869,3.0358125887385965,0.5068491695073248,5.418456229931721,1.0357630866294305,4.797796747563394,0.9425373972480542,0.9918195720963076,0.9484717572805723,0.998749388860899
WEEK2,242,0.92,5.660648249303414,0.5330215369012818,0.9965318101122288,0.989994903435933,0.9988029428357913,5.418456229931721,1.0357630866294305,0.99558558702472,0.9660041626351126,0.9994416591277869,5.660648249303414,0.5330215369012818,5.418456229931721,1.0357630866294305,4.797796747563394,0.9425373972480542,0.9918195720963076,0.9484717572805723,0.998749388860899
WEEK3,242,0.92,6.003861275804239,0.5651022920222796,0.9975368824430861,0.9924126506022298,0.9992031650681028,5.418456229931721,1.0357630866294305,0.99558558702472,0.9660041626351126,0.9994416591277869,6.003861275804239,0.5651022920222796,5.418456229931721,1.0357630866294305,4.797796747563394,0.9425373972480542,0.9918195720963076,0.9484717572805723,0.998749388860899
WEEK4,242,0.92,4.868064331022154,0.5157725530633392,0.992370425179482,0.9788868341950707,0.9972669749429249,5.418456229931721,1.0357630866294305,0.99558558702472,0.9660041626351126,0.9994416591277869,4.868064331022154,0.5157725530633392,5.418456229931721,1.0357630866294305,4.797796747563394,0.9425373972480542,0.9918195720963076,0.9484717572805723,0.998749388860899
WEEK1,243,0.93,3.1564227696347515,0.5148847738892992,0.9591610522084433,0.8934668684231556,0.9850236346071902,5.837236230115795,1.040952146142852,0.9970915904027481,0.9771420249920303,0.9996364174434403,3.1564227696347515,0.5148847738892992,5.837236230115795,1.040952146142852,5.22821454545467,0.948510712674905,0.9946655170078121,0.9654835526053093,0.999196103630277
WEEK2,243,0.93,5.985563553565429,0.5444173128491607,0.9974915122384748,0.9925844203926436,0.999154214116369,5.837236230115795,1.040952146142852,0.9970915904027481,0.9771420249920303,0.9996364174434403,5.985563553565429,0.5444173128491607,5.837236230115795,1.040952146142852,5.22821454545467,0.948510712674905,0.9946655170078121,0.9654835526053093,0.999196103630277
WEEK3,243,0.93,6.604471642801199,0.6110128418455592,0.998647533105901,0.9954244665791242,0.9996011384794391,5.837236230115795,1.040952146142852,0.9970915904027481,0.9771420249920303,0.9996364174434403,6.604471642801199,0.6110128418455592,5.837236230115795,1.040952146142852,5.22821454545467,0.948510712674905,0.9946655170078121,0.9654835526053093,0.999196103630277
WEEK4,243,0.93,5.861299348499919,0.5614939803765767,0.997160544138596,0.9913225425485447,0.9990745340372033,5.837236230115795,1.040952146142852,0.9970915904027481,0.9771420249920303,0.9996364174434403,5.861299348499919,0.5614939803765767,5.837236230115795,1.040952146142852,5.22821454545467,0.948510712674905,0.9946655170078121,0.9654835526053093,0.999196103630277
WEEK1,244,0.94,3.277032950594368,0.5233173285466991,0.9636324464303224,0.9029462687896721,0.9869221036150629,6.266551210365013,1.0483999446180572,0.9981048327309887,0.9847791517497977,0.9997667930575915,3.277032950594368,0.5233173285466991,6.266551210365013,1.0483999446180572,5.66842252711124,0.9570626608964609,0.9965585758170952,0.9771189023225132,0.9994909971699044
WEEK2,244,0.94,6.310478985565079,0.5563223238292678,0.9981861334544616,0.9945018721526996,0.9994030759878275,6.266551210365013,1.0483999446180572,0.9981048327309887,0.9847791517497977,0.9997667930575915,6.310478985565079,0.5563223238292678,6.266551210365013,1.0483999446180572,5.66842252711124,0.9570626608964609,0.9965585758170952,0.9771189023225132,0.9994909971699044
WEEK3,244,0.94,7.223027963280939,0.674954729034051,0.9992709420139112,0.9971938129449368,0.999810879571816,6.266551210365013,1.0483999446180572,0.9981048327309887,0.9847791517497977,0.9997667930575915,7.223027963280939,0.674954729034051,6.266551210365013,1.0483999446180572,5.66842252711124,0.9570626608964609,0.9965585758170952,0.9771189023225132,0.9994909971699044
WEEK4,244,0.94,6.967856049873271,0.6316188974030019,0.9990592162715565,0.9966805071695544,0.9997338259271975,6.266551210365013,1.0483999446180572,0.9981048327309887,0.9847791517497977,0.9997667930575915,6.967856049873271,0.6316188974030019,6.266551210365013,1.0483999446180572,5.66842252711124,0.9570626608964609,0.9965585758170952,0.9771189023225132,0.9994909971699044
WEEK1,245,0.95,3.397643131860135,0.5321279628595191,0.9676307961063313,0.9116046640462796,0.9885912354787458,6.705717458089354,1.0588871575211265,0.9987776017901855,0.989928700173855,0.9998527883183306,3.397643131860135,0.5321279628595191,6.705717458089354,1.0588871575211265,6.117724317533785,0.969075372089424,0.9978013799339325,0.9849256803059632,0.9996828679293135
WEEK2,245,0.95,6.6353945483258245,0.5687045978171655,0.9986886612900702,0.9959216876020449,0.9995791460457555,6.705717458089354,1.0588871575211265,0.9987776017901855,0.989928700173855,0.9998527883183306,6.6353945483258245,0.5687045978171655,6.705717458089354,1.0588871575211265,6.117724317533785,0.969075372089424,0.9978013799339325,0.9849256803059632,0.9996828679293135
WEEK3,245,0.95,7.8580790579010005,0.758813818302918,0.999613533588897,0.9982395985055779,0.9999152488675229,6.705717458089354,1.0588871575211265,0.9987776017901855,0.989928700173855,0.9998527883183306,7.8580790579010005,0.758813818302918,6.705717458089354,1.0588871575211265,6.117724317533785,0.969075372089424,0.9978013799339325,0.9849256803059632,0.9996828679293135
WEEK4,245,0.95,8.187205077587748,0.7280290505980691,0.9997218870492753,0.9988082583003917,0.9999351431508645,6.705717458089354,1.0588871575211265,0.9987776017901855,0.989928700173855,0.9998527883183306,8.187205077587748,0.7280290505980691,6.705717458089354,1.0588871575211265,6.117724317533785,0.969075372089424,0.9978013799339325,0.9849256803059632,0.9996828679293135
WEEK1,246,0.96,3.518253313628146,0.5412982156069461,0.9712026928963463,0.9195062191270227,0.9900565669826393,7.154001580158555,1.0732654524468923,0.9992188809636419,0.9933566319569852,0.9999086327863301,3.518253313628146,0.5412982156069461,7.154001580158555,1.0732654524468923,6.575388815163012,0.985503687750237,0.998607677562533,0.9900912748622359,0.9998057938658147
WEEK2,246,0.96,6.9603102421466385,0.5815336572322879,0.9990520972017795,0.9969732754236142,0.9997035624655436,7.154001580158555,1.0732654524468923,0.9992188809636419,0.9933566319569852,0.9999086327863301,6.9603102421466385,0.5815336572322879,7.154001580158555,1.0732654524468923,6.575388815163012,0.985503687750237,0.998607677562533,0.9900912748622359,0.9998057938658147
WEEK3,246,0.96,8.508142857511116,0.8631921487017629,0.999798222439999,0.9988670066833321,0.9999640924530496,7.154001580158555,1.0732654524468923,0.9992188809636419,0.9933566319569852,0.9999086327863301,8.508142857511116,0.8631921487017629,7.154001580158555,1.0732654524468923,6.575388815163012,0.985503687750237,0.998607677562533,0.9900912748622359,0.9998057938658147
WEEK4,246,0.96,9.51700247488029,0.8504548091050897,0.999926415493367,0.9995969685540284,0.999986568737212,7.154001580158555,1.0732654524468923,0.9992188809636419,0.9933566319569852,0.9999086327863301,9.51700247488029,0.8504548091050897,7.154001580158555,1.0732654524468923,6.575388815163012,0.985503687750237,0.998607677562533,0.9900912748622359,0.9998057938658147
WEEK1,247,0.97,3.6388634960457065,0.5508101259140722,0.9743908674430842,0.9267118160297764,0.991341209604921,7.610627718731838,1.0923955661865397,0.999505084123904,0.9956179047924725,0.9999442968887748,3.6388634960457065,0.5508101259140722,7.610627718731838,1.0923955661865397,7.0406574510900555,1.0072978211408934,0.9991252151772974,0.9934782006553202,0.9998832376473281
WEEK2,247,0.97,7.285226064586851,0.5947806004014599,0.99931487648556,0.9977524508933896,0.9997913799508673,7.610627718731838,1.0923955661865397,0.999505084123904,0.9956179047924725,0.9999442968887748,7.285226064586851,0.5947806004014599,7.610627718731838,1.0923955661865397,7.0406574510900555,1.0072978211408934,0.9991252151772974,0.9934782006553202,0.9998832376473281
WEEK3,247,0.97,9.17172129482725,0.9876430164203178,0.9998960733531965,0.9992513090177754,0.9999855818358351,7.610627718731838,1.0923955661865397,0.999505084123904,0.9956179047924725,0.9999442968887748,9.17172129482725,0.9876430164203178,7.610627718731838,1.0923955661865397,7.0406574510900555,1.0072978211408934,0.9991252151772974,0.9934782006553202,0.9998832376473281
WEEK4,247,0.97,10.95310537133629,0.9973270814280124,0.9999824967306548,0.9998713712031577,0.9999976184568923,7.610627718731838,1.0923955661865397,0.999505084123904,0.9956179047924725,0.9999442968887748,10.95310537133629,0.9973270814280124,7.610627718731838,1.0923955661865397,7.0406574510900555,1.0072978211408934,0.9991252151772974,0.9934782006553202,0.9998832376473281
WEEK1,248,0.98,3.7594736792108647,0.5606463047344401,0.9772343502218898,0.9332787897893926,0.9924659973298923,8.074785426808743,1.1170717623575732,0.9996888068160652,0.99710144998264,0.99996666698748,3.7594736792108647,0.5606463047344401,8.074785426808743,1.1170717623575732,7.512751634895928,1.035311281492267,0.9994542216201163,0.9956884162258561,0.9999311405480993
WEEK2,248,0.98,7.610142010538073,0.6084181409440224,0.9995048437998769,0.9983300758098737,0.9998533006058354,8.074785426808743,1.1170717623575732,0.9996888068160652,0.99710144998264,0.99996666698748,7.610142010538073,0.6084181409440224,8.074785426808743,1.1170717623575732,7.512751634895928,1.035311281492267,0.9994542216201163,0.9956884162258561,0.9999311405480993
WEEK3,248,0.98,9.847314316965171,1.1310139654903713,0.999947113751446,0.9994923884795112,0.9999944922135887,8.074785426808743,1.1170717623575732,0.9996888068160652,0.99710144998264,0.99996666698748,9.847314316965171,1.1310139654903713,8.074785426808743,1.1170717623575732,7.512751634895928,1.035311281492267,0.9994542216201163,0.9956884162258561,0.9999311405480993
WEEK4,248,0.98,12.489642480131305,1.1665027269824146,0.999996234561536,0.9999611839152958,0.9999996347370381,8.074785426808743,1.1170717623575732,0.9996888068160652,0.99710144998264,0.99996666698748,12.489642480131305,1.1665027269824146,8.074785426808743,1.1170717623575732,7.512751634895928,1.035311281492267,0.9994542216201163,0.9956884162258561,0.9999311405480993
WEEK1,249,0.99,3.8800838631736885,0.5707899887156552,0.9797686653092595,0.9392607995126154,0.9934496431193363,8.545638409955085,1.1479432645962933,0.9998056466729921,0.9980727881388612,0.9999804306209885,3.8800838631736885,0.5707899887156552,8.545638409955085,1.1479432645962933,7.990880576534202,1.0702090581738728,0.9996615787223826,0.9971296947405001,0.9999601878535807
WEEK2,249,0.99,7.935058072386168,0.6224206131495689,0.9996421569156463,0.9987585299624597,0.9998969197126234,8.545638409955085,1.1479432645962933,0.9998056466729921,0.9980727881388612,0.9999804306209885,7.935058072386168,0.6224206131495689,8.545638409955085,1.1479432645962933,7.990880576534202,1.0702090581738728,0.9996615787223826,0.9971296947405001,0.9999601878535807
WEEK3,249,0.99,10.53343335904166,1.2917318471866035,0.9999733696759531,0.9996474514713847,0.9999979890414609,8.545638409955085,1.1479432645962933,0.9998056466729921,0.9980727881388612,0.9999804306209885,10.53343335904166,1.2917318471866035,8.545638409955085,1.1479432645962933,7.990880576534202,1.0702090581738728,0.9996615787223826,0.9971296947405001,0.9999601878535807
WEEK4,249,0.99,14.11914190117379,1.3556501312441318,0.9999992618676107,0.999988892086177,0.9999999509508124,8.545638409955085,1.1479432645962933,0.9998056466729921,0.9980727881388612,0.9999804306209885,14.11914190117379,1.3556501312441318,8.545638409955085,1.1479432645962933,7.990880576534202,1.0702090581738728,0.9996615787223826,0.9971296947405001,0.9999601878535807
WEEK1,250,1,4.000694047939246,0.581225078437251,0.9820260447025816,0.9447078035253238,0.9943088990545303,9.02233437853558,1.1854461383209791,0.9998793304880429,0.9987095101772427,0.9999887285539298,4.000694047939246,0.581225078437251,9.02233437853558,1.1854461383209791,8.474249719778125,1.112393755818195,0.9997912678013431,0.9980722308738397,0.9999774338553191
WEEK2,250,1,8.259974240264668,0.6367639506590833,0.9997414012363233,0.9990765281470543,0.9999276195646193,9.02233437853558,1.1854461383209791,0.9998793304880429,0.9987095101772427,0.9999887285539298,8.259974240264668,0.6367639506590833,9.02233437853558,1.1854461383209791,8.474249719778125,1.112393755818195,0.9997912678013431,0.9980722308738397,0.9999774338553191
WEEK3,250,1,11.228614734802882,1.4679869836408477,0.99998671171878994,0.9997497101942932,0.9999992946624875,9.02233437853558,1.1854461383209791,0.9998793304880429,0.9987095101772427,0.9999887285539298,11.228614734802882,1.4679869836408477,9.02233437853558,1.1854461383209791,8.474249719778125,1.112393755818195,0.9997912678013431,0.9980722308738397,0.9999774338553191
WEEK4,250,1,15.832717911418207,1.5623950349390987,0.9999998669735749,0.999996972976815,0.999999994153999,9.02233437853558,1.1854461383209791,0.9998793304880429,0.9987095101772427,0.9999887285539298,15.832717911418207,1.5623950349390987,9.02233437853558,1.1854461383209791,8.474249719778125,1.112393755818195,0.9997912678013431,0.9980722308738397,0.9999774338553191
WEEK1,251,1.01,4.121304233472216,0.5919361630433226,0.984035653435309,0.9496661126488508,0.9950587161452499,9.504016290475173,1.2297583582699347,0.9999254537514665,0.9991285668362697,0.9999936276317736,4.121304233472216,0.5919361630433226,9.504016290475173,1.2297583582699347,8.962070066333307,1.1619644391310464,0.9998718357916835,0.9986922534194806,0.9999874527807657
WEEK2,251,1.01,8.584890502399531,0.6514256448632373,0.9998131262669664,0.9993126911186675,0.9999492090609454,9.504016290475173,1.2297583582699347,0.9999254537514665,0.9991285668362697,0.9999936276317736,8.584890502399531,0.6514256448632373,9.504016290475173,1.2297583582699347,8.962070066333307,1.1619644391310464,0.9998718357916835,0.9986922534194806,0.9999874527807657
WEEK3,251,1.01,11.931433509943929,1.6578406357921494,0.9999934197649423,0.9998188044005737,0.999999761074732,9.504016290475173,1.2297583582699347,0.9999254537514665,0.9991285668362697,0.9999936276317736,11.931433509943929,1.6578406357921494,9.504016290475173,1.2297583582699347,8.962070066333307,1.1619644391310464,0.9998718357916835,0.9986922534194806,0.9999874527807657
WEEK4,251,1.01,17.620317642438753,1.7843609466210468,0.9999999777365087,0.9999992102872292,0.9999999993723507,9.504016290475173,1.2297583582699347,0.9999254537514665,0.9991285668362697,0.9999936276317736,17.620317642438753,1.7843609466210468,9.504016290475173,1.2297583582699347,8.962070066333307,1.1619644391310464,0.9998718357916835,0.9986922534194806,0.9999874527807657
WEEK1,252,1.02,4.241914419703032,0.6029085332432765,0.9858238179583112,0.9541785002465014,0.9957124006880185,9.989835297186211,1.2807861567988672,0.9999541383434775,0.9994061341025118,0.999996460096711,4.241914419703032,0.6029085332432765,9.989835297186211,1.2807861567988672,9.453568709610431,1.218715012707535,0.9999215969019766,0.999103520888624,0.9999931482439905
